,sex,sat_v,sat_m,hs_gpa,fy_gpa
871,1,52,52,3.68,0.96
872,1,47,59,3.31,3.43
873,2,39,57,2.7,1.74
874,2,41,57,3.84,3.16
875,2,49,58,3.09,3.86
876,2,56,60,3.69,3.06
877,2,37,50,3.01,2.37
878,1,43,40,2.7,0.94
879,1,48,57,3.9,1.84
880,2,39,68,3.19,3.31
881,2,61,52,3.67,3.99
882,2,39,57,3.05,2.25
883,1,54,57,3.33,2.07
884,1,42,46,3.69,1.94
885,1,56,51,3.64,2.0
886,2,35,61,3.96,2.72
887,1,42,66,2.31,2.35
888,2,52,45,3.39,2.37
889,2,64,54,4.12,3.41
890,1,46,43,3.34,1.32
891,2,43,60,3.77,3.59
892,2,42,54,3.55,3.07
893,2,39,52,3.82,2.56
894,1,41,61,2.23,1.7
895,2,41,65,3.13,3.63
896,2,49,52,3.88,2.46
897,1,50,50,2.57,0.52
898,2,46,48,3.91,2.96
899,2,48,57,2.91,3.06
900,2,48,42,2.18,1.02
901,2,66,57,3.87,3.71
902,1,42,60,4.03,2.83
903,1,55,54,3.76,2.84
904,2,34,62,2.89,2.38
905,1,39,61,2.94,2.71
906,1,34,54,1.92,1.47
907,1,42,60,1.95,2.04
908,1,43,51,2.64,1.69
909,1,47,63,3.25,2.54
910,2,44,55,3.81,1.42
911,2,47,47,3.22,1.96
912,2,44,46,2.74,1.58
913,2,44,53,2.05,1.99
914,2,43,48,1.95,1.62
915,2,35,56,2.65,2.72
916,2,54,61,2.73,2.81
917,2,43,65,3.9,3.87
918,2,47,54,2.0,2.87
919,2,40,43,2.34,1.47
920,2,49,53,2.76,0.82
921,2,48,41,3.31,2.03
922,2,44,44,3.92,2.14
923,2,52,51,3.92,3.74
924,2,43,64,3.06,1.46
925,1,41,56,3.2,2.82
926,1,50,59,1.92,1.39
927,2,47,60,3.97,3.18
928,2,36,58,2.19,3.26
929,2,48,52,2.34,1.54
930,2,46,60,3.44,2.9
931,1,55,53,3.78,1.81
932,2,49,53,4.07,2.48
933,1,54,61,2.29,2.75
934,2,40,56,3.82,2.71
935,2,38,58,3.12,2.99
936,1,45,56,2.32,0.76
937,2,61,56,3.77,3.42
938,1,46,64,3.78,3.12
939,1,37,62,2.53,0.72
940,2,43,60,4.16,3.93
941,2,58,60,3.8,3.19
942,2,40,53,2.73,2.17
943,2,36,46,3.99,2.22
944,2,51,54,3.73,2.63
945,2,47,48,3.68,1.7
946,2,53,62,4.05,3.11
947,2,39,48,2.85,2.69
948,1,53,65,3.84,2.26
949,1,42,65,3.61,2.6
950,1,36,56,4.11,2.67
951,1,40,46,3.49,3.23
952,2,42,56,4.0,2.99
953,2,40,57,2.56,1.52
954,2,42,46,3.66,2.21
955,1,35,55,2.88,1.41
956,2,38,57,3.65,3.99
957,2,42,59,3.38,1.89
958,1,42,44,3.93,2.66
959,2,43,53,2.18,1.62
960,1,48,51,2.28,1.64
961,2,45,54,3.74,4.0
962,1,43,46,2.04,0.71
963,2,38,46,2.33,1.49
964,2,41,48,2.92,1.56
965,1,50,62,2.18,1.45
966,2,52,54,3.72,2.75
967,1,55,59,3.6,2.62
968,1,38,59,2.27,2.93
969,1,37,53,3.8,2.15
970,1,60,69,2.38,2.91
971,1,56,57,2.39,2.95
972,2,43,54,3.53,3.28
973,1,56,59,4.03,3.65
974,2,34,57,3.07,2.47
975,2,43,57,2.42,2.42
976,2,53,52,3.89,2.06
977,1,41,55,3.68,2.93
978,1,41,49,3.52,2.57
979,2,58,40,2.35,2.54
980,2,58,54,4.14,3.43
981,2,37,62,3.86,2.35
982,2,48,53,3.38,2.31
983,2,44,70,3.96,3.78
984,1,59,62,4.13,3.78
985,2,45,60,2.08,1.81
986,2,60,61,4.02,3.72
987,2,43,45,4.03,2.95
988,2,36,42,2.27,1.55
989,2,47,49,2.74,1.1
990,1,47,55,3.14,1.63
991,2,40,68,2.71,1.95
992,1,47,54,2.74,1.77
993,2,61,49,3.12,3.05
994,1,46,60,3.76,3.39
995,2,53,51,3.79,2.12
996,2,50,47,3.6,2.71
997,2,40,43,3.35,3.77
998,1,36,51,3.66,2.37
999,1,50,55,2.8,1.23
