,sex,sat_v,sat_m,hs_gpa,fy_gpa
871,2,42,57,3.5,3.71
872,1,31,37,2.04,1.36
873,2,49,30,1.95,0.95
874,2,40,51,2.38,2.5
875,2,67,59,3.65,3.24
876,2,46,41,2.62,1.55
877,2,40,51,2.81,2.1
878,1,52,50,2.92,1.61
879,1,52,46,3.18,2.67
880,1,67,69,2.5,2.82
881,2,42,59,3.31,2.75
882,1,40,48,2.21,2.29
883,2,50,55,3.2,2.52
884,2,38,56,2.57,2.93
885,2,59,54,3.66,3.55
886,2,41,51,3.77,1.18
887,1,58,59,4.16,3.4
888,1,57,63,2.8,2.85
889,2,56,60,3.16,3.26
890,2,42,54,2.93,2.18
891,1,59,66,3.7,2.81
892,1,54,56,2.88,3.38
893,2,39,36,2.68,1.42
894,1,43,61,3.2,2.44
895,1,58,67,3.31,3.22
896,1,55,58,2.43,1.95
897,2,66,71,3.81,2.97
898,1,49,58,3.41,2.17
899,2,50,57,3.92,3.84
900,1,44,64,3.23,1.77
901,2,35,49,2.61,1.35
902,2,51,59,3.65,3.23
903,2,45,42,3.15,2.34
904,2,61,57,2.51,2.86
905,2,49,40,3.17,2.14
906,1,59,61,3.23,2.73
907,2,43,41,2.8,3.46
908,2,63,57,3.12,2.61
909,1,40,58,2.01,2.64
910,1,47,42,3.03,2.21
911,2,57,65,4.34,2.9
912,2,48,56,3.3,3.5
913,1,67,51,3.55,2.72
914,2,49,51,2.52,2.77
915,1,43,48,2.96,1.18
916,1,52,57,3.93,2.43
917,1,43,62,3.79,2.85
918,1,35,55,2.83,1.47
919,1,53,53,3.54,1.99
920,1,48,53,3.65,3.23
921,2,58,49,2.94,2.54
922,1,45,55,2.96,2.99
923,1,59,60,3.0,1.85
924,1,40,48,2.32,0.75
925,2,49,39,2.48,2.67
926,1,52,62,1.87,2.68
927,1,52,52,3.73,2.56
928,2,59,51,2.58,3.28
929,1,64,60,4.18,3.35
930,1,45,64,3.36,2.47
931,2,61,53,3.72,2.61
932,2,45,51,3.03,2.33
933,1,48,44,3.3,2.36
934,2,45,59,3.56,1.37
935,2,52,57,2.91,3.13
936,2,63,59,3.16,3.22
937,2,30,55,2.82,2.23
938,1,48,70,3.42,3.53
939,2,58,64,4.15,3.65
940,2,53,68,2.64,3.1
941,1,56,67,3.27,2.96
942,1,58,67,3.72,3.57
943,1,62,69,3.58,3.37
944,1,34,47,3.32,3.46
945,1,42,54,2.97,1.79
946,1,49,51,3.41,2.64
947,1,50,66,4.07,2.83
948,1,45,52,2.16,1.98
949,2,51,43,3.63,2.83
950,2,54,49,2.87,2.22
951,1,38,46,3.23,2.75
952,2,62,62,4.17,3.96
953,2,50,61,3.38,2.05
954,2,40,58,3.14,2.75
955,2,37,55,3.06,1.14
956,2,43,53,3.4,2.17
957,1,68,65,3.14,2.62
958,1,60,67,3.52,2.7
959,2,56,60,3.07,2.91
960,1,43,46,2.64,2.19
961,2,44,55,3.33,2.23
962,1,59,67,3.37,1.84
963,1,65,55,2.68,1.74
964,1,47,52,3.23,1.97
965,2,44,52,3.16,1.12
966,1,48,56,2.07,0.95
967,1,62,62,3.17,2.7
968,2,40,46,2.57,1.68
969,2,37,65,3.63,2.68
970,1,40,71,3.62,2.82
971,2,47,59,3.55,2.61
972,1,64,65,4.14,2.77
973,2,52,55,3.71,3.26
974,2,56,52,2.36,1.9
975,2,36,56,3.25,3.66
976,2,37,37,1.87,1.17
977,2,48,57,4.29,2.47
978,2,47,67,4.06,3.2
979,2,62,66,3.14,2.56
980,2,41,51,3.2,3.54
981,1,42,57,2.42,1.19
982,2,53,66,3.39,3.22
983,1,54,65,2.61,2.51
984,1,52,39,2.54,1.01
985,1,46,62,4.41,4.0
986,2,40,36,2.54,1.12
987,1,47,52,2.98,1.93
988,2,50,56,3.64,2.78
989,1,63,66,2.59,2.8
990,2,53,66,2.51,2.95
991,2,45,45,2.88,3.49
992,2,53,49,3.38,2.91
993,2,50,60,3.26,2.25
994,2,38,59,3.79,2.17
995,2,47,41,2.92,2.35
996,1,51,60,3.39,2.52
997,1,57,54,3.03,2.69
998,2,46,44,3.21,2.31
999,1,52,53,3.39,2.92
