	sex	sat_v	sat_m	sat_sum	hs_gpa	fy_gpa
774	1	48	53	101	3.62	2.2
775	1	49	51	101	3.64	2.8
776	1	42	62	102	3.07	0.68
777	2	35	50	85	3.8	1.18
778	1	53	70	123	3.4	2.89
779	2	40	46	88	2.31	2.78
780	2	40	44	87	2.56	1.6
781	1	53	72	126	3.82	2.55
782	2	48	42	91	2.09	2.46
783	2	58	50	106	3.62	3.81
784	2	47	46	91	3.33	1.98
785	1	42	51	93	2.96	2.2
786	2	43	47	91	3.19	2.54
787	1	52	65	118	3.56	3.35
788	2	45	41	89	3.13	3.24
789	2	48	50	99	3.02	2.76
790	2	56	55	109	3.52	3.83
791	2	53	56	108	3.82	2.77
792	2	44	52	96	2.88	1.94
793	1	61	62	123	2.65	2.48
794	1	62	51	112	2.97	2.12
795	1	50	48	100	2.67	2.0
796	2	56	53	110	3.4	2.51
797	1	50	68	117	2.91	1.59
798	1	44	58	99	2.25	2.34
799	1	49	56	104	3.59	2.07
800	1	48	52	100	2.68	2.23
801	1	50	54	107	3.6	2.79
802	1	41	56	99	3.38	0.67
803	1	55	50	104	2.81	2.64
804	2	56	58	114	3.17	2.54
805	1	44	41	83	2.52	2.13
806	1	57	74	134	4.48	3.78
807	1	60	52	111	2.83	1.0
808	1	55	56	110	3.88	1.71
809	1	41	48	89	3.11	2.06
810	1	49	46	94	2.94	3.19
811	1	42	44	86	3.02	1.98
812	2	53	51	104	3.51	2.61
813	1	60	58	117	3.3	2.72
814	2	51	61	113	3.69	1.75
815	1	47	66	113	4.27	3.88
816	1	32	39	72	2.7	0.46
817	1	48	52	100	2.64	2.8
818	1	47	66	111	3.53	3.65
819	1	45	56	101	3.96	2.91
820	2	59	56	114	3.7	3.44
821	1	42	45	87	3.83	2.22
822	2	54	64	117	3.85	2.92
823	2	57	45	102	2.74	3.56
824	2	55	55	111	2.79	3.57
825	1	55	55	112	3.33	3.17
826	2	45	48	94	3.0	1.28
827	1	52	67	118	4.32	2.08
828	2	54	55	111	3.85	3.06
829	1	40	52	95	3.12	2.39
830	2	43	60	103	4.03	3.4
831	1	48	49	97	3.58	2.93
832	2	50	73	126	3.95	1.4
833	1	63	60	124	3.18	3.03
834	2	43	62	106	3.15	3.5
835	1	67	59	126	3.27	2.77
836	2	59	38	97	2.6	1.35
837	2	59	63	121	4.08	3.69
838	1	45	56	100	3.88	3.7
839	1	57	53	108	3.41	1.76
840	2	45	58	102	3.21	3.48
841	1	58	65	122	3.96	2.45
842	1	47	56	104	3.36	3.5
843	1	44	57	102	3.62	3.82
844	1	51	52	106	2.69	2.79
845	2	53	62	116	3.54	2.96
846	2	55	58	113	2.87	3.02
847	1	41	43	82	2.15	1.84
848	2	43	45	91	2.1	2.18
849	1	63	57	121	3.83	3.14
850	2	37	38	76	2.56	1.23
851	1	47	49	98	3.37	1.98
852	2	45	49	94	2.17	2.27
853	2	62	69	130	3.95	3.58
854	1	50	52	105	3.26	2.09
855	1	38	50	91	2.93	3.04
856	2	56	55	112	3.45	2.49
857	1	47	56	105	2.02	1.83
858	1	49	69	117	3.58	2.2
859	2	41	52	92	2.59	1.48
860	2	42	43	85	2.71	1.59
861	2	44	56	98	3.41	2.88
862	2	50	47	98	3.38	2.94
863	1	63	65	127	3.26	3.59
864	1	42	47	88	3.19	1.78
865	2	41	50	93	2.65	2.47
866	2	30	53	80	3.12	1.82
867	2	45	43	88	2.68	1.29
868	2	28	45	69	3.09	1.61
869	1	49	52	101	2.81	2.1
870	1	46	68	114	3.46	2.26
871	1	43	58	98	3.68	2.34
872	1	41	49	91	2.49	2.06
873	2	40	51	91	2.5	2.71
874	2	48	50	99	2.59	2.2
875	2	46	48	93	3.42	2.38
876	1	54	54	110	2.85	2.15
877	1	58	59	117	3.18	3.01
878	2	53	53	107	2.68	1.71
879	2	42	52	94	2.9	1.85
880	1	46	46	94	2.64	0.97
881	2	48	49	95	3.02	2.2
882	2	45	55	101	3.54	1.95
883	2	41	51	92	3.12	1.34
884	2	46	55	99	2.89	2.23
885	2	52	56	107	4.16	3.81
886	1	46	62	109	2.86	3.02
887	1	55	59	115	2.46	1.3
888	1	61	62	122	3.72	3.74
889	1	50	49	100	3.38	2.31
890	1	42	72	113	3.4	1.64
891	1	38	52	93	2.82	2.09
892	2	53	47	97	3.12	2.07
893	1	42	61	102	2.53	3.06
894	2	47	44	91	3.89	1.28
895	1	50	55	107	2.71	1.86
896	1	28	35	62	2.57	2.35
897	1	46	52	97	2.89	1.38
898	2	53	42	96	3.46	2.9
899	2	41	61	102	3.7	2.33
900	1	57	67	125	3.45	2.95
901	2	42	41	84	2.2	1.27
902	2	63	56	119	2.96	2.89
903	2	58	67	127	3.52	3.49
904	1	47	60	105	4.01	2.71
905	1	42	46	89	2.98	2.83
906	1	58	52	110	3.82	2.86
907	2	48	47	95	2.98	2.32
908	2	51	46	96	2.78	2.54
909	2	44	45	89	3.02	3.22
910	1	44	53	96	2.55	1.25
911	2	49	62	111	3.62	3.49
912	2	50	53	103	3.21	2.37
913	1	49	61	111	3.01	2.03
914	1	62	61	124	4.14	3.37
915	1	42	57	95	2.72	1.44
916	1	59	55	114	2.35	1.75
917	2	49	45	93	2.94	2.31
918	2	39	54	90	2.98	1.93
919	2	38	50	87	3.37	2.7
920	1	45	65	108	3.18	2.27
921	1	40	61	100	2.47	1.75
922	2	40	50	91	3.52	2.32
923	1	48	47	94	1.86	1.1
924	2	55	60	116	4.03	2.56
925	1	51	51	102	2.7	3.44
926	1	34	41	73	2.16	0.33
927	1	40	56	96	2.96	2.36
928	1	48	62	110	3.06	2.18
929	1	51	54	104	3.85	2.52
930	1	38	45	85	2.77	1.54
931	1	47	62	109	2.88	2.13
932	1	42	55	96	3.44	2.06
933	1	48	67	116	2.77	3.33
934	2	31	40	70	2.58	0.94
935	2	47	53	102	4.45	3.77
936	1	54	59	114	3.33	2.14
937	1	55	46	100	2.24	1.2
938	2	45	52	97	2.9	3.17
939	1	40	60	98	2.8	2.05
940	2	53	61	114	3.5	2.78
941	2	48	57	107	2.44	2.08
942	1	61	60	121	3.55	2.5
943	1	57	69	124	4.37	2.3
944	1	34	48	82	2.25	1.39
945	1	49	59	110	3.65	1.63
946	2	47	63	109	2.89	2.04
947	1	48	64	113	2.55	2.38
948	1	63	55	116	2.01	1.59
949	2	47	58	105	3.36	2.25
950	2	45	60	106	3.5	3.25
951	2	59	64	121	4.1	3.89
952	2	53	48	101	3.12	1.67
953	2	68	61	127	3.87	3.38
954	2	43	49	93	2.27	2.21
955	2	71	71	140	3.8	2.92
956	1	45	41	85	3.0	2.64
957	1	37	40	75	2.37	1.95
958	1	54	52	106	3.18	1.86
959	2	46	54	101	2.97	2.24
960	1	52	68	119	3.52	3.53
961	1	35	40	74	3.01	3.02
962	2	53	63	120	3.76	2.8
963	2	35	56	90	2.62	1.81
964	2	63	44	108	2.96	2.3
965	1	58	59	116	3.35	3.22
966	2	54	51	105	3.28	3.24
967	2	47	62	109	4.14	3.71
968	1	39	42	82	2.15	2.27
969	1	73	69	141	3.18	3.29
970	1	50	61	111	2.76	1.49
971	2	48	45	96	3.61	3.1
972	1	42	65	106	4.47	2.66
973	2	54	51	105	3.48	2.88
974	2	56	58	114	3.32	2.24
975	2	51	47	98	3.45	1.18
976	2	72	67	135	3.78	3.7
977	2	46	38	83	2.93	1.54
978	1	48	54	103	3.59	2.78
979	1	51	61	114	3.41	2.93
980	2	52	51	104	3.22	2.39
981	1	45	58	103	3.26	2.43
982	2	57	65	120	3.51	3.0
983	2	51	56	105	3.48	2.49
984	1	54	72	127	3.24	2.7
985	1	43	45	87	2.94	1.89
986	2	46	59	102	2.72	2.57
987	1	46	56	100	2.26	2.19
988	1	40	49	89	3.05	1.48
989	2	52	68	122	3.44	3.33
990	2	37	49	86	2.88	3.03
991	1	46	73	120	3.56	2.97
992	2	54	44	97	3.2	2.31
993	1	45	41	84	3.83	3.41
994	2	41	52	96	2.54	2.23
995	1	49	56	106	2.67	2.02
996	2	45	57	103	3.44	1.56
997	1	49	62	111	2.89	1.69
998	2	48	63	112	4.49	3.66
999	1	45	56	99	2.85	2.47
