,sex,sat_v,sat_m,hs_gpa,fy_gpa
871,1,57,61,3.87,3.21
872,2,46,55,3.71,3.05
873,1,67,52,3.5,3.56
874,2,61,56,3.58,3.67
875,2,41,56,3.36,2.78
876,1,59,53,3.82,2.92
877,1,53,57,3.55,2.68
878,1,41,67,3.59,3.69
879,1,51,56,2.76,3.33
880,1,41,62,3.68,2.82
881,1,54,49,3.23,2.15
882,1,38,60,3.29,3.64
883,1,52,47,3.79,3.69
884,2,42,53,3.42,3.71
885,1,49,55,3.59,2.64
886,2,60,54,3.54,2.44
887,1,66,58,2.99,3.31
888,1,41,49,3.17,3.22
889,1,51,59,3.0,3.47
890,1,40,42,3.32,2.12
891,2,58,56,2.8,1.82
892,1,45,63,3.51,3.38
893,1,67,52,3.34,1.58
894,2,48,54,3.89,2.92
895,1,55,63,3.64,2.8
896,1,47,58,3.72,2.32
897,1,54,47,3.25,2.6
898,2,47,64,2.64,2.53
899,1,53,59,4.08,2.04
900,1,60,51,3.71,1.85
901,2,62,54,3.93,2.72
902,2,59,45,3.53,2.34
903,1,53,52,3.32,2.26
904,2,53,66,3.75,3.29
905,1,64,55,3.63,3.69
906,1,44,58,3.61,3.28
907,1,39,52,2.39,2.16
908,2,59,52,3.56,2.88
909,2,58,47,3.43,3.63
910,2,47,58,3.02,2.59
911,1,44,57,3.41,2.58
912,1,39,53,3.71,2.47
913,1,46,47,3.01,2.78
914,1,47,70,4.12,3.67
915,1,57,46,3.06,2.75
916,2,42,36,3.83,2.11
917,1,40,50,3.24,2.62
918,2,55,54,3.94,3.39
919,2,59,62,3.54,2.84
920,1,46,50,2.84,3.45
921,1,56,57,3.53,1.71
922,1,52,50,2.26,3.31
923,1,58,47,2.77,2.66
924,2,36,56,3.86,3.37
925,1,45,60,4.0,2.88
926,1,55,53,3.89,2.55
927,2,70,61,3.97,3.84
928,2,39,51,3.1,3.4
929,2,46,55,2.11,2.99
930,1,39,58,3.54,2.48
931,1,56,54,3.78,3.34
932,1,57,55,3.83,3.4
933,2,35,56,3.25,2.34
934,1,34,57,2.93,1.0
935,1,53,56,2.88,3.35
936,1,61,55,3.82,3.85
937,1,49,72,3.4,2.99
938,1,50,52,3.58,3.07
939,2,38,55,3.27,2.57
940,2,50,44,3.48,1.36
941,2,57,60,3.59,3.51
942,2,51,48,3.38,3.37
943,1,47,46,3.35,2.11
944,2,50,66,3.99,2.9
945,1,44,45,3.74,2.81
946,2,64,54,3.96,2.99
947,2,61,60,3.12,2.88
948,1,34,54,2.82,2.52
949,1,52,50,3.4,3.01
950,2,64,54,3.84,2.44
951,1,45,36,3.94,2.97
952,1,47,62,3.02,2.61
953,2,49,53,3.72,3.14
954,1,65,65,4.16,3.69
955,2,51,52,3.72,3.55
956,1,45,34,3.54,3.22
957,1,49,45,2.6,2.6
958,1,48,56,2.57,3.37
959,1,54,55,2.99,3.59
960,2,41,53,3.48,3.43
961,1,57,56,3.49,2.25
962,1,56,60,3.89,3.17
963,2,51,40,3.81,2.62
964,2,55,47,3.1,2.77
965,2,56,45,2.98,3.62
966,1,54,56,3.68,2.77
967,1,43,52,3.6,3.32
968,1,47,66,3.28,2.9
969,1,61,59,3.78,2.13
970,2,42,47,3.03,3.48
971,1,44,52,3.42,1.81
972,1,37,45,3.43,1.9
973,1,44,59,3.05,2.07
974,1,54,56,2.93,2.74
975,2,45,41,2.69,3.29
976,1,59,64,3.75,3.63
977,1,63,44,3.82,2.45
978,1,61,51,3.65,2.31
979,2,36,47,3.97,3.59
980,2,46,45,3.97,3.27
981,1,35,54,3.73,3.44
982,1,55,50,3.98,3.05
983,2,46,59,3.27,3.61
984,1,45,53,4.1,3.07
985,1,58,67,4.11,2.77
986,2,44,40,3.22,3.38
987,1,48,58,3.98,3.36
988,1,60,52,3.41,3.35
989,2,52,48,4.21,2.6
990,2,47,51,2.75,2.27
991,1,46,56,2.35,3.61
992,1,57,64,4.03,2.43
993,2,32,54,3.29,1.87
994,1,51,61,3.18,2.8
995,1,54,57,3.21,3.19
996,1,41,54,3.55,1.97
997,2,49,39,3.22,3.37
998,1,48,45,3.96,2.49
999,1,41,51,2.82,2.47
