,sex,sat_v,sat_m,hs_gpa,fy_gpa
871,1,51,68,3.74,2.31
872,1,41,58,3.4,2.88
873,1,34,57,3.59,2.82
874,2,62,64,3.63,2.88
875,1,42,49,2.68,1.93
876,1,53,50,3.04,3.52
877,1,66,76,3.91,4.0
878,1,38,49,2.52,2.36
879,1,41,32,1.96,0.98
880,1,49,52,2.49,2.63
881,1,41,58,3.0,2.67
882,1,53,55,2.89,3.16
883,1,38,59,2.71,2.19
884,1,54,58,3.0,2.0
885,1,52,50,2.02,1.81
886,1,35,58,3.44,2.47
887,1,38,53,3.86,1.13
888,1,52,66,3.12,2.03
889,1,37,47,2.38,2.41
890,2,56,48,2.26,2.25
891,1,40,58,3.06,2.93
892,1,64,61,3.91,3.61
893,1,62,74,3.63,3.96
894,1,45,56,2.26,2.35
895,1,58,56,3.88,2.67
896,1,43,50,2.4,1.44
897,1,60,58,1.88,3.42
898,2,42,39,2.62,2.7
899,1,46,57,2.02,2.65
900,1,33,64,2.52,1.89
901,1,48,62,2.69,1.81
902,1,50,62,3.87,2.67
903,1,43,55,3.11,2.64
904,1,41,40,2.15,1.03
905,1,35,55,2.93,1.71
906,1,51,50,2.37,2.33
907,1,47,58,2.54,2.88
908,1,56,58,2.69,1.95
909,1,55,66,3.76,2.8
910,2,55,59,2.82,3.04
911,1,42,52,3.27,2.7
912,1,38,54,2.8,1.95
913,1,50,38,2.49,2.56
914,1,56,48,3.35,2.26
915,1,56,71,3.65,2.95
916,1,58,63,3.67,3.39
917,1,45,60,2.68,1.7
918,1,53,75,3.84,3.12
919,1,42,47,2.54,2.16
920,1,56,48,2.83,1.67
921,1,46,58,2.54,1.83
922,1,47,56,2.37,2.23
923,1,40,52,2.94,1.72
924,1,41,46,3.38,1.67
925,1,37,64,2.78,2.32
926,1,41,52,2.64,1.74
927,2,34,51,2.49,2.2
928,2,47,64,3.03,4.0
929,1,47,62,4.16,3.77
930,1,54,53,2.2,0.93
931,2,55,62,2.7,3.87
932,1,55,57,2.82,4.0
933,1,43,46,2.09,2.03
934,1,40,48,3.25,2.97
935,1,44,65,3.65,2.43
936,2,36,55,2.26,3.28
937,1,58,62,3.78,2.92
938,1,43,54,2.85,2.47
939,1,33,45,1.94,1.22
940,1,38,52,2.42,1.02
941,1,58,59,3.78,3.12
942,2,56,41,2.96,2.02
943,1,69,62,3.69,4.0
944,1,42,46,1.88,0.89
945,1,61,56,3.86,1.99
946,1,40,62,3.31,2.7
947,1,31,51,2.36,2.03
948,1,70,72,3.82,3.09
949,1,47,62,3.4,2.39
950,1,48,38,2.35,1.85
951,1,52,55,2.93,2.39
952,1,68,71,3.04,3.31
953,1,37,48,3.72,2.96
954,1,26,50,2.48,2.3
955,1,38,55,3.26,1.99
956,1,64,66,4.25,2.04
957,1,48,52,3.91,2.87
958,1,46,52,2.93,2.01
959,1,67,67,3.63,2.25
960,1,52,58,2.63,2.14
961,1,48,51,3.73,2.59
962,1,50,67,3.78,2.69
963,1,32,61,2.91,1.99
964,1,41,55,2.17,1.55
965,1,39,58,2.72,1.42
966,1,48,36,2.52,2.83
967,1,45,37,1.87,2.15
968,1,52,52,2.81,2.41
969,1,51,53,2.56,2.66
970,1,55,57,3.67,2.67
971,2,43,56,2.79,2.24
972,1,50,51,2.97,3.09
973,1,43,60,2.71,2.1
974,1,55,67,3.16,2.65
975,1,47,69,3.44,1.76
976,1,53,49,3.2,1.82
977,1,48,69,3.34,3.43
978,1,49,39,2.58,2.4
979,1,36,57,3.24,3.24
980,1,39,54,2.75,2.41
981,1,66,65,3.53,2.99
982,1,37,38,2.75,1.46
983,1,53,56,3.39,1.42
984,1,52,65,3.75,2.35
985,1,45,56,3.94,3.49
986,2,48,50,2.97,3.53
987,1,61,64,3.99,2.62
988,2,49,45,2.74,2.47
989,1,58,67,3.05,2.89
990,1,50,47,3.63,2.14
991,1,33,49,2.45,1.85
992,1,39,54,3.02,2.07
993,1,57,73,4.28,3.34
994,1,47,65,3.28,1.94
995,1,66,68,3.79,3.57
996,1,51,62,3.76,3.2
997,1,40,64,3.91,1.7
998,1,31,43,2.95,2.41
999,1,60,67,3.65,2.2
