"sex","sat_v","sat_m","hs_gpa","fy_gpa","sat_v_cl"
"2",50,55,3.7,3.48,"43-49"
"2",40,57,3.5,3.52,"49-76"
"1",39,50,3.75,3,"43-49"
"1",38,34,2.7,1.95,"43-49"
"1",52,49,2.8,2.22,"24-43"
"1",52,57,3.2,1.96,"43-49"
"2",42,45,3,1.89,"49-76"
"2",54,66,3,3.16,"49-76"
"2",41,44,3.1,2.65,"49-76"
"2",48,67,3.5,3.08,"49-76"
"1",49,45,2.5,1.62,"43-49"
"1",55,52,3.75,3.11,"24-43"
"2",58,44,3,3.54,"43-49"
"2",39,44,3.5,2.53,"49-76"
"1",57,62,4,2.1,"43-49"
"2",62,51,3,3.54,"49-76"
"1",49,59,3.8,1.89,"49-76"
"1",65,67,3.2,3.24,"49-76"
"1",49,52,3.7,2.91,"49-76"
"1",41,45,2.8,2.18,"43-49"
"2",40,49,2.9,1.8,"49-76"
"1",49,62,4,1.78,"24-43"
"2",55,47,3.3,1.4,"49-76"
"1",62,68,3.25,3.19,"43-49"
"2",35,43,3,1.91,"43-49"
"2",43,58,3.5,2.2,"24-43"
"1",49,47,3,2.42,"43-49"
"2",51,61,3,2.04,"24-43"
"1",47,54,2.5,2.81,"24-43"
"2",42,52,3.1,3.4,"43-49"
"1",53,53,2.5,3.13,"49-76"
"1",54,52,3.1,2.35,"49-76"
"2",59,59,4,3.55,"43-49"
"2",49,57,3.1,3,"49-76"
"2",44,49,3,2.37,"43-49"
"2",63,59,3.9,3.81,"49-76"
"1",67,53,3.75,3.1,"24-43"
"1",50,58,3.1,3.16,"49-76"
"1",56,59,4,3.24,"24-43"
"1",63,64,3,2.96,"49-76"
"1",39,48,2.5,2.21,"43-49"
"2",49,60,3.5,3.15,"24-43"
"2",42,54,3.1,1.49,"49-76"
"2",66,57,4,3.38,"49-76"
"1",56,54,2.5,1.51,"24-43"
"1",57,64,4,2.42,"24-43"
"2",54,54,3.4,2.49,"49-76"
"2",55,57,3,2.36,"49-76"
"2",53,49,3.2,2.86,"24-43"
"2",45,47,3.75,1.91,"49-76"
"2",42,55,3.25,2.31,"49-76"
"2",63,61,3.75,2.14,"49-76"
"1",58,74,3.7,3.04,"49-76"
"2",44,43,3.75,2.21,"24-43"
"2",58,72,4,2.66,"43-49"
"1",55,56,3.1,2.56,"43-49"
"1",43,50,3,1.37,"49-76"
"1",63,71,3,1.89,"24-43"
"2",50,53,3.8,1.33,"49-76"
"2",49,53,3.5,3.65,"43-49"
"1",48,42,2.7,1.43,"24-43"
"2",37,50,3.1,2,"49-76"
"2",39,44,3.3,2.44,"49-76"
"2",76,61,4,2.63,"49-76"
"2",45,60,4,3.22,"49-76"
"2",52,54,3.3,2.69,"24-43"
"2",40,59,4,2.43,"49-76"
"1",57,69,3.7,2.77,"43-49"
"2",39,37,2,0.47,"43-49"
"2",53,45,4,2.74,"49-76"
"2",52,51,3.67,2.26,"49-76"
"2",47,53,3,2.48,"43-49"
"2",56,56,2.8,3.6,"24-43"
"1",45,58,3.7,2.54,"49-76"
"1",47,61,3.1,2.19,"24-43"
"2",40,45,2.2,1.8,"24-43"
"1",51,61,3,2.24,"49-76"
"2",54,56,3.8,2.24,"49-76"
"2",52,70,3.2,2.91,"43-49"
"1",43,41,2.9,2.61,"49-76"
"2",56,53,2.7,2.27,"43-49"
"1",53,57,3.8,2.54,"43-49"
"1",46,62,3.4,3.29,"24-43"
"2",47,60,4,3.36,"49-76"
"2",55,56,4,3.49,"43-49"
"1",41,51,3.5,2.98,"49-76"
"2",45,52,2.6,2.42,"49-76"
"2",49,52,2.5,2.03,"49-76"
"1",46,52,2.9,2.86,"43-49"
"2",47,55,3.8,2.91,"49-76"
"1",65,65,3.9,3.59,"43-49"
"2",46,41,2.5,1.86,"43-49"
"1",64,59,3.4,3.4,"24-43"
"2",40,51,2.3,2.24,"49-76"
"2",43,55,3.25,1.57,"49-76"
"1",38,45,2.5,1.59,"49-76"
"1",47,49,3.5,1.37,"24-43"
"1",45,56,3.75,2.34,"43-49"
"1",45,51,3,1.98,"43-49"
"1",47,47,3,2.37,"49-76"
"2",66,49,3.25,1.98,"49-76"
"2",53,50,3.75,1.69,"43-49"
"1",50,51,3.25,1.47,"49-76"
"2",68,53,4,3.37,"49-76"
"1",58,72,4,2.29,"49-76"
"1",48,67,3.5,2.44,"43-49"
"1",60,64,3.75,2.92,"49-76"
"1",49,50,3.5,3.04,"49-76"
"2",44,41,3,2.39,"24-43"
"1",40,37,2.9,0.52,"43-49"
"1",50,57,3.75,3.24,"43-49"
"1",56,62,3.8,2.8,"24-43"
"2",66,56,3.2,3.71,"43-49"
"2",48,57,3.5,2.29,"43-49"
"1",50,45,2.2,2.24,"49-76"
"1",44,49,3,2.23,"49-76"
"1",38,52,2.7,2,"49-76"
"2",34,35,2.8,2.69,"49-76"
"1",56,67,3.5,2.93,"49-76"
"1",63,67,2.5,3.12,"43-49"
"1",40,40,3,1.73,"24-43"
"2",58,50,3.5,1.74,"49-76"
"1",41,51,3.5,1.72,"24-43"
"2",46,52,4,3.21,"49-76"
"1",56,63,3.3,3.86,"43-49"
"2",45,54,3.8,3.2,"49-76"
"2",48,54,3.6,2.33,"49-76"
"2",55,56,3.9,3.24,"24-43"
"1",40,58,2.8,2.05,"24-43"
"1",52,60,3.2,3.38,"43-49"
"1",40,48,3,3,"43-49"
"1",42,56,2.7,2.35,"49-76"
"1",53,53,3.2,2.71,"24-43"
"2",47,44,2.5,1.36,"24-43"
"1",49,50,3.2,2.6,"24-43"
"1",59,59,3.5,2.64,"43-49"
"1",49,62,3.8,3.81,"43-49"
"2",39,54,2.6,1.67,"49-76"
"2",55,41,2.25,3.02,"49-76"
"1",45,52,2.74,2.02,"43-49"
"2",40,57,3.6,3.37,"49-76"
"2",55,47,3.4,3.83,"49-76"
"1",43,55,2,1.19,"49-76"
"1",37,54,3.4,2.21,"24-43"
"2",52,58,4,3.92,"43-49"
"1",54,65,2.5,2.8,"43-49"
"1",64,64,3.3,2.22,"49-76"
"1",42,50,2.7,2.42,"24-43"
"1",44,56,3.7,3.25,"43-49"
"2",45,60,4,2.6,"24-43"
"1",49,59,2.8,1.72,"43-49"
"2",60,64,3.5,2.88,"49-76"
"2",52,64,3.33,2.19,"49-76"
"2",50,41,2.5,0.61,"24-43"
"2",47,65,3,1.63,"49-76"
"2",52,50,4,3.31,"49-76"
"2",54,71,4,4,"43-49"
"1",51,60,2.2,1.38,"49-76"
"1",35,38,2,1.62,"43-49"
"1",51,54,3.8,2.1,"43-49"
"1",54,47,2.75,2.26,"24-43"
"2",60,64,3.5,2.47,"49-76"
"2",35,43,4,3.23,"49-76"
"2",42,62,4,2.96,"43-49"
"1",47,54,3.5,3,"49-76"
"1",52,58,2.9,3.25,"43-49"
"1",58,55,3.5,1.86,"43-49"
"2",38,40,2.4,2.91,"24-43"
"2",51,43,3.8,1.35,"49-76"
"2",35,53,3.2,2.48,"49-76"
"1",34,48,3.1,2.13,"24-43"
"2",54,59,3.2,2.58,"49-76"
"1",49,60,3,2.38,"43-49"
"1",50,54,3.8,3.94,"43-49"
"1",52,61,3.8,2.9,"24-43"
"2",58,59,3.75,2.8,"49-76"
"1",58,63,3.5,2.04,"49-76"
"2",41,47,2.75,2.21,"49-76"
"2",36,44,3.4,1.69,"24-43"
"1",49,56,4,2.37,"43-49"
"2",55,59,3.7,3.22,"49-76"
"2",54,42,3.7,2.66,"49-76"
"2",55,51,3,1.74,"43-49"
"2",49,53,2.8,3.28,"49-76"
"1",60,64,3.1,3.59,"49-76"
"2",57,64,3.75,2.81,"43-49"
"1",55,65,2.7,1,"49-76"
"2",46,46,2.8,1.29,"49-76"
"1",47,55,2,1.87,"49-76"
"2",46,52,2.75,0.82,"43-49"
"1",53,58,2.8,3.19,"49-76"
"1",45,48,2,0.57,"24-43"
"1",55,60,3.7,2.47,"49-76"
"1",33,40,3,1.84,"49-76"
"1",45,62,2.7,2.35,"49-76"
"1",55,58,3.4,3.81,"49-76"
"1",61,62,2,1.44,"24-43"
"2",62,61,4,3.89,"49-76"
"1",59,62,3.8,2.22,"24-43"
"2",47,49,2.3,1.63,"24-43"
"1",52,64,3.75,2.07,"43-49"
"1",62,64,3.8,3.31,"49-76"
"1",42,51,3,1.95,"49-76"
"1",53,65,3.3,3.22,"49-76"
"1",55,64,3.25,1.68,"43-49"
"1",42,60,2.9,2.53,"43-49"
"2",53,50,2.4,2.09,"49-76"
"2",62,41,4,2.73,"43-49"
"2",52,67,4,2.54,"49-76"
"1",38,65,3.4,3.21,"49-76"
"1",59,59,3.5,2.48,"49-76"
"2",43,54,3.5,3.25,"43-49"
"1",64,59,2.9,3.06,"49-76"
"1",41,45,2.3,1.58,"49-76"
"1",51,57,2.4,2.09,"24-43"
"1",43,56,2.7,2.47,"49-76"
"1",64,52,3.3,1.69,"49-76"
"2",42,42,2.6,2.58,"49-76"
"2",45,36,2.7,2.06,"49-76"
"2",39,50,2,1.83,"49-76"
"1",45,68,3.5,2.35,"49-76"
"2",54,45,3.5,2.29,"49-76"
"1",46,51,3.3,2.33,"24-43"
"1",62,68,3.75,3.19,"49-76"
"2",48,64,3.75,2.26,"43-49"
"2",58,57,3.4,3.94,"49-76"
"1",39,44,2.7,2.67,"43-49"
"1",52,57,3.3,2.16,"49-76"
"1",31,47,2.7,1.16,"49-76"
"1",47,52,2.3,1.52,"43-49"
"2",43,50,3,1.79,"49-76"
"1",49,55,3.2,2.66,"49-76"
"1",60,64,3.5,2.38,"49-76"
"2",60,53,4,2.88,"49-76"
"1",37,54,2.6,1.52,"24-43"
"1",67,68,3.75,3.06,"49-76"
"2",40,51,2.9,1.63,"43-49"
"2",56,50,3,2.04,"43-49"
"1",52,63,3.3,2.35,"43-49"
"2",43,42,2.2,1.16,"49-76"
"1",68,69,3.25,2.27,"43-49"
"2",56,47,2,2.12,"49-76"
"1",54,60,2.9,3.81,"43-49"
"2",54,54,3.5,3.19,"43-49"
"2",62,52,4,3.75,"49-76"
"1",41,51,2.7,2.3,"49-76"
"1",47,47,2.5,2.2,"24-43"
"2",45,43,3.5,1.72,"24-43"
"2",37,48,2.7,1.72,"49-76"
"1",40,41,3,1.69,"49-76"
"1",42,59,3.4,1.57,"49-76"
"2",59,64,4,3.94,"49-76"
"1",50,55,2.8,2.29,"49-76"
"1",47,57,2.9,2.33,"49-76"
"2",58,50,2.7,2.21,"43-49"
"2",44,52,3.7,2.73,"43-49"
"1",63,62,3.3,1.95,"49-76"
"2",33,43,3.1,2.24,"24-43"
"1",40,48,2.2,1.38,"43-49"
"1",47,53,3.1,1.73,"49-76"
"2",47,56,2.7,2.21,"49-76"
"2",42,47,2.8,1.17,"24-43"
"2",47,60,4,3.62,"43-49"
"2",58,57,3.9,3.13,"49-76"
"1",64,69,4,3.43,"43-49"
"1",47,49,2.5,1.8,"49-76"
"1",54,52,2.7,1.52,"49-76"
"1",58,63,4,2.96,"49-76"
"2",51,56,2.3,2.38,"49-76"
"1",45,48,2.8,3.22,"24-43"
"1",41,53,3.5,2.08,"49-76"
"2",40,45,2.3,1.54,"49-76"
"2",49,51,3.3,2.27,"49-76"
"2",50,48,3.25,2.23,"49-76"
"2",47,41,3.1,3.22,"43-49"
"2",55,63,2.7,1.79,"49-76"
"2",52,41,2.8,1.91,"49-76"
"1",38,53,3.75,1.44,"49-76"
"1",46,64,3.5,2.91,"49-76"
"2",43,45,3.1,2.04,"49-76"
"1",55,60,2.9,1.42,"49-76"
"1",38,53,3.1,2.51,"24-43"
"2",68,72,4,2.9,"49-76"
"1",58,71,3.75,3.13,"49-76"
"2",56,43,3,3,"24-43"
"2",45,48,3.5,2.08,"49-76"
"1",42,59,2.5,1.74,"49-76"
"2",55,58,3,2.22,"24-43"
"2",53,49,3.5,1.52,"43-49"
"1",41,51,2.1,2.53,"49-76"
"2",60,60,3.5,2.61,"49-76"
"1",43,61,3.1,1.24,"24-43"
"2",46,55,3.75,2.55,"43-49"
"2",47,45,3.8,3.63,"43-49"
"2",43,54,2.9,2.22,"43-49"
"1",57,72,4,3.82,"43-49"
"1",51,59,3,2.59,"43-49"
"1",36,67,3,2.19,"24-43"
"1",61,60,3.9,2.24,"49-76"
"1",45,54,2.5,3.12,"49-76"
"2",42,50,2.5,3.29,"49-76"
"2",56,43,3,2.3,"24-43"
"2",44,49,3.8,1.95,"49-76"
"1",48,34,2.7,2.2,"49-76"
"1",55,71,3.75,2.42,"24-43"
"1",47,59,2.1,1.84,"43-49"
"1",40,51,3.5,2.4,"49-76"
"2",39,43,3.2,2.1,"43-49"
"1",59,68,3.4,2.14,"49-76"
"2",42,58,3.3,3.13,"43-49"
"2",41,45,2.5,2.49,"49-76"
"1",50,55,3.7,3.38,"49-76"
"1",49,52,3.75,3.06,"49-76"
"2",50,68,3.67,2.72,"49-76"
"1",64,50,3,2.04,"49-76"
"1",44,50,3.5,2.54,"49-76"
"2",56,59,3.5,3.49,"49-76"
