,sex,sat_v,sat_m,sat_sum,hs_gpa,fy_gpa
774,1,50,60,132,3.92,2.19
775,1,49,57,112,3.96,2.71
776,1,40,56,94,3.03,2.32
777,2,49,66,100,3.28,3.24
778,1,60,57,113,3.44,1.97
779,2,41,58,91,3.62,2.12
780,2,48,51,79,3.43,2.29
781,1,51,57,125,2.76,2.46
782,1,41,75,102,3.19,2.92
783,1,55,60,107,3.76,2.06
784,1,55,55,79,3.94,2.82
785,1,57,53,110,2.71,2.16
786,1,47,59,101,3.69,3.84
787,1,49,52,108,3.95,2.44
788,1,51,67,91,3.18,0.75
789,2,63,59,103,2.81,3.15
790,1,36,50,74,3.79,2.08
791,1,48,57,117,3.97,3.5
792,1,54,66,103,3.2,2.07
793,2,42,65,103,3.96,3.12
794,1,56,52,99,3.75,3.47
795,1,64,71,110,3.97,2.71
796,1,59,58,117,3.5,3.53
797,1,45,49,92,2.61,3.48
798,2,55,63,111,3.75,0.81
799,1,56,64,110,3.85,1.39
800,2,48,71,99,3.75,1.62
801,1,35,45,67,3.36,1.4
802,1,50,54,92,3.36,2.13
803,1,50,66,111,3.42,0.85
804,1,55,54,103,3.83,2.13
805,2,39,38,87,3.52,1.16
806,1,46,58,111,4.08,3.47
807,1,66,59,101,2.32,1.99
808,2,46,54,102,3.13,1.48
809,1,58,62,131,3.9,3.37
810,1,38,54,127,4.05,3.06
811,1,67,60,123,3.86,2.83
812,1,44,62,106,2.3,1.97
813,1,67,48,96,3.09,1.28
814,1,45,57,99,3.86,3.11
815,1,46,43,76,3.53,3.7
816,1,38,57,107,3.69,3.59
817,1,66,55,86,4.0,1.68
818,1,45,61,105,3.06,3.26
819,1,67,56,105,3.44,2.52
820,1,51,55,98,3.23,3.32
821,1,59,66,95,3.56,2.25
822,1,62,63,117,3.25,2.29
823,1,46,48,81,2.76,2.98
824,1,37,61,102,3.98,0.71
825,1,46,52,93,3.06,2.82
826,1,62,72,92,3.8,2.25
827,1,43,62,105,3.94,2.54
828,1,41,60,106,3.83,1.59
829,1,54,56,106,2.25,1.93
830,1,49,56,103,3.76,3.02
831,1,45,56,96,3.37,2.23
832,1,49,67,103,2.89,3.5
833,1,51,53,118,3.1,3.33
834,2,45,49,80,2.82,1.7
835,1,48,65,106,2.81,2.39
836,1,62,72,113,3.75,2.04
837,1,59,66,102,3.19,3.14
838,2,36,49,85,2.99,2.3
839,1,45,61,84,3.29,3.13
840,1,41,42,75,2.63,1.43
841,2,47,50,95,2.81,2.63
842,1,44,59,106,3.79,3.46
843,1,53,66,101,4.04,2.78
844,1,49,68,86,2.54,1.34
845,1,46,57,93,2.74,3.54
846,1,44,65,107,3.14,1.36
847,1,44,50,102,3.81,1.99
848,1,46,62,82,2.92,1.86
849,1,63,55,110,2.68,3.1
850,1,47,55,81,3.38,1.76
851,1,75,45,104,3.77,3.26
852,1,44,61,105,3.63,3.39
853,1,46,61,78,3.61,3.33
854,1,59,59,101,3.95,3.66
855,1,40,50,97,3.36,1.61
856,2,33,39,76,3.69,1.86
857,2,46,56,104,3.22,1.59
858,1,48,52,84,3.05,2.61
859,1,59,38,100,3.78,1.86
860,1,49,61,98,2.77,2.04
861,1,60,37,113,3.7,2.77
862,1,56,61,102,3.84,3.64
863,1,42,63,105,3.81,3.16
864,1,52,69,144,3.33,3.57
865,1,47,67,93,3.07,1.47
866,1,40,49,109,3.19,1.63
867,1,67,56,131,3.61,2.91
868,1,51,57,98,2.93,0.9
869,1,47,66,110,3.99,2.22
870,1,64,50,133,3.75,3.72
871,1,52,60,115,2.71,2.41
872,2,48,70,106,3.62,2.94
873,1,48,55,76,3.12,1.22
874,1,44,41,91,2.88,2.03
875,1,44,58,118,3.33,3.63
876,1,46,50,93,3.89,2.07
877,1,50,56,96,3.44,2.4
878,1,35,50,98,4.1,1.51
879,1,44,68,85,2.83,2.02
880,1,64,55,120,3.68,3.14
881,1,48,61,101,4.08,1.15
882,1,64,68,122,4.13,1.92
883,2,41,67,105,3.62,3.42
884,2,49,63,116,3.52,2.72
885,2,30,59,81,2.78,1.75
886,1,60,58,98,3.39,1.06
887,1,48,58,98,2.64,1.36
888,1,61,59,109,3.91,2.83
889,1,51,60,97,2.99,3.8
890,1,42,46,70,3.31,2.87
891,1,61,57,114,3.74,3.6
892,1,44,45,92,3.0,1.34
893,1,51,59,107,3.89,2.88
894,1,57,64,108,2.71,2.42
895,1,65,67,114,3.53,2.53
896,1,62,56,97,3.99,1.38
897,1,57,67,98,2.59,3.2
898,1,48,62,117,3.7,2.04
899,1,57,48,99,3.65,3.15
900,1,58,60,104,2.93,1.19
901,1,54,38,130,3.63,2.47
902,1,33,55,81,3.87,3.3
903,1,49,51,97,3.41,1.9
904,1,48,45,92,2.87,1.84
905,2,38,57,112,3.35,2.8
906,1,60,65,113,3.97,1.71
907,1,71,63,122,3.23,2.7
908,1,42,57,89,3.45,2.0
909,2,52,54,112,3.93,1.65
910,1,71,59,137,3.78,2.6
911,1,40,59,71,2.45,3.22
912,1,50,71,105,2.82,2.5
913,1,47,64,89,3.79,3.49
914,1,41,67,89,3.4,1.05
915,1,48,62,138,2.64,2.11
916,1,65,55,108,2.99,3.13
917,1,57,58,100,3.88,1.64
918,1,70,42,105,3.8,3.13
919,1,47,67,91,3.94,3.4
920,1,57,63,129,3.44,1.44
921,2,68,59,109,3.76,1.67
922,2,44,49,119,3.88,1.57
923,1,37,35,90,4.21,2.23
924,1,61,56,119,3.95,1.11
925,1,69,66,111,2.97,3.03
926,1,43,66,123,3.95,2.03
927,1,48,44,85,3.0,0.76
928,1,49,66,103,4.0,3.13
929,2,38,44,64,3.76,0.84
930,1,43,49,99,3.72,2.9
931,2,42,54,96,3.04,3.04
932,1,48,44,106,3.85,3.62
933,2,58,62,94,3.91,1.86
934,1,40,53,83,4.01,2.44
935,1,47,51,106,3.91,1.23
936,1,44,58,94,3.86,1.58
937,1,39,51,87,2.3,2.83
938,2,35,60,77,3.13,3.82
939,1,66,57,143,3.69,3.0
940,1,52,65,125,3.74,3.22
941,2,40,60,90,2.53,2.74
942,1,51,48,93,2.6,3.33
943,2,53,62,83,3.83,3.03
944,1,56,66,115,2.78,1.9
945,1,53,53,116,3.65,2.22
946,1,50,62,101,3.92,1.78
947,1,46,59,107,3.47,2.6
948,2,34,51,79,2.87,1.58
949,1,56,36,110,3.64,2.4
950,2,34,54,74,2.91,1.47
951,2,61,52,91,2.39,3.04
952,1,61,65,118,4.07,3.71
953,1,50,61,100,3.92,1.71
954,1,43,65,101,3.82,2.74
955,1,70,60,111,3.43,3.06
956,2,48,65,78,3.28,1.61
957,1,65,66,123,3.54,3.45
958,2,45,47,82,2.88,3.57
959,2,48,50,117,3.18,2.26
960,1,64,59,131,3.61,2.6
961,1,48,40,62,2.91,1.18
962,1,64,68,113,3.91,3.48
963,1,55,52,102,3.86,0.93
964,2,56,50,102,3.4,3.49
965,1,58,56,97,2.71,2.19
966,2,52,63,110,3.06,2.82
967,2,33,49,68,2.49,1.96
968,1,64,57,100,3.46,1.94
969,2,53,61,100,3.63,2.76
970,2,47,69,85,3.81,1.87
971,1,47,57,86,4.05,1.68
972,1,33,56,92,4.05,2.38
973,1,43,51,102,3.21,2.7
974,1,38,51,83,3.13,2.81
975,1,40,39,91,2.68,1.33
976,2,43,54,99,3.69,2.46
977,1,56,69,134,3.69,3.62
978,1,51,61,113,3.86,2.93
979,1,50,62,100,4.04,2.89
980,1,51,57,87,4.03,2.35
981,1,57,58,97,3.59,2.71
982,1,42,63,102,4.32,3.21
983,1,47,56,104,3.62,3.38
984,1,61,68,107,4.0,3.7
985,1,56,66,95,4.09,1.84
986,2,47,41,78,3.11,1.66
987,2,63,48,101,4.04,2.69
988,2,55,66,123,3.89,2.13
989,1,50,48,110,3.02,1.74
990,1,45,54,117,3.79,1.94
991,1,50,54,87,4.09,2.66
992,1,62,54,101,3.78,3.48
993,1,46,51,91,2.94,1.52
994,1,40,64,107,2.86,2.29
995,1,50,45,96,3.66,1.4
996,2,53,51,89,3.78,2.19
997,1,62,61,109,4.0,2.84
998,1,62,64,123,3.78,3.13
999,1,50,75,94,3.95,3.43
