	sex	sat_v	sat_m	sat_sum	hs_gpa	fy_gpa
774	1	58	47	95	2.92	1.86
775	1	51	67	114	3.57	2.25
776	2	34	44	89	2.88	1.91
777	1	42	66	98	3.31	2.98
778	1	40	42	67	2.07	0.79
779	2	57	47	128	3.68	2.36
780	1	44	53	85	2.37	2.07
781	1	50	61	144	3.93	2.98
782	1	48	45	125	2.77	2.29
783	2	57	58	121	3.31	2.83
784	1	53	54	104	3.29	1.98
785	2	62	45	124	3.32	1.76
786	1	60	72	128	3.86	3.32
787	1	36	59	98	2.57	2.53
788	1	49	52	118	3.7	2.65
789	2	41	50	78	3.41	1.69
790	1	35	59	93	3.79	2.66
791	1	31	34	71	3.15	0.77
792	1	53	60	125	4.06	3.71
793	1	56	62	131	4.2	2.58
794	1	36	58	90	3.84	2.67
795	2	50	39	71	2.72	0.61
796	1	66	69	132	2.7	3.19
797	1	53	50	94	2.38	1.94
798	2	56	40	118	3.31	2.14
799	2	39	53	63	3.57	3.48
800	1	52	58	115	3.94	2.21
801	1	61	47	118	3.72	3.42
802	2	35	48	69	2.79	1.19
803	1	48	55	132	3.78	1.74
804	1	54	72	126	3.69	3.05
805	1	48	40	107	3.28	2.74
806	1	43	47	103	3.69	3.6
807	2	57	61	108	4.09	3.36
808	1	45	48	99	3.13	2.08
809	1	54	46	112	3.89	1.11
810	2	42	60	126	3.11	2.14
811	1	64	66	118	4.12	2.66
812	1	49	40	72	2.81	2.02
813	1	36	53	132	2.85	2.05
814	1	63	71	124	3.7	3.04
815	1	48	42	109	3.0	1.26
816	1	45	57	116	4.04	3.36
817	1	35	60	98	4.17	1.24
818	1	51	47	92	3.65	3.28
819	2	47	51	95	2.15	2.91
820	1	55	58	116	3.91	3.39
821	2	45	54	127	3.0	3.14
822	1	63	66	136	4.11	2.46
823	1	57	44	102	3.08	1.16
824	2	37	47	83	3.49	1.31
825	1	67	45	108	3.35	3.66
826	1	38	43	79	2.73	2.0
827	1	58	63	123	3.52	1.77
828	1	61	65	115	3.26	2.7
829	1	50	66	134	3.41	3.03
830	1	39	47	87	3.26	1.2
831	1	47	61	91	3.08	1.86
832	2	59	61	139	3.38	4.0
833	1	54	52	87	3.98	2.22
834	2	48	50	122	3.0	3.71
835	1	57	57	94	3.59	1.49
836	1	62	57	107	2.57	2.41
837	1	37	55	112	2.86	1.1
838	1	47	48	118	3.47	2.09
839	2	54	61	118	3.51	3.04
840	2	46	49	96	3.35	1.78
841	1	34	45	93	3.79	3.28
842	1	49	65	102	4.13	2.32
843	2	56	45	93	3.89	3.24
844	1	56	61	133	3.34	2.93
845	2	54	41	138	3.23	2.92
846	2	40	63	96	2.84	2.68
847	1	64	49	111	3.93	1.88
848	2	40	54	117	3.07	1.87
849	1	61	57	109	3.85	3.37
850	2	57	59	119	3.99	3.72
851	2	47	61	122	3.15	1.23
852	2	48	40	86	3.63	2.81
853	1	66	61	144	3.53	3.52
854	1	53	51	74	2.56	1.92
855	1	55	75	144	3.89	3.63
856	1	46	58	108	3.8	3.87
857	1	52	42	109	3.46	2.38
858	2	37	46	98	3.11	2.91
859	2	54	67	132	3.99	3.27
860	1	49	59	138	3.12	2.43
861	1	43	47	72	2.85	2.48
862	1	39	39	100	2.75	1.68
863	2	62	64	128	3.1	3.38
864	1	47	64	105	3.33	1.19
865	1	51	53	136	3.92	2.51
866	1	47	64	142	4.08	2.52
867	2	37	59	112	3.48	1.46
868	1	57	51	110	2.95	1.74
869	1	40	43	101	2.92	1.74
870	1	34	42	85	2.52	0.81
871	1	55	69	124	3.73	3.21
872	2	59	52	117	3.59	3.48
873	2	61	69	136	3.94	2.8
874	1	47	58	106	3.97	2.88
875	2	43	51	99	4.01	2.01
876	1	40	37	111	3.67	2.66
877	1	36	51	111	3.28	3.06
878	2	49	63	119	4.15	3.66
879	1	47	34	99	3.16	1.38
880	2	53	55	124	2.64	1.74
881	1	66	59	117	3.43	3.37
882	2	49	53	89	2.2	0.61
883	2	46	57	111	3.47	2.75
884	2	64	53	118	3.55	1.24
885	1	44	70	113	2.46	3.26
886	2	53	56	90	3.02	0.78
887	2	66	50	103	4.03	3.27
888	2	44	64	107	3.91	4.0
889	1	36	54	84	3.2	0.63
890	1	47	45	108	3.59	1.88
891	2	54	49	91	2.89	0.93
892	1	54	52	121	2.7	2.69
893	1	46	62	100	3.73	0.67
894	1	50	61	109	3.4	2.34
895	1	48	51	122	3.9	2.58
896	1	66	54	104	1.86	2.93
897	2	37	41	98	3.66	1.49
898	1	58	74	144	3.83	3.65
899	1	44	61	94	3.58	1.29
900	1	47	54	110	3.48	2.51
901	1	61	53	97	2.87	3.21
902	2	38	53	81	3.26	2.44
903	1	43	40	86	2.56	0.0
904	2	39	44	84	3.75	3.23
905	2	67	51	102	2.77	1.74
906	1	37	53	124	2.16	0.87
907	2	42	38	71	2.77	0.36
908	1	54	59	101	3.75	2.38
909	1	49	63	134	3.93	2.87
910	2	44	43	109	4.0	2.04
911	1	48	55	141	3.97	3.11
912	1	41	66	117	3.95	2.73
913	1	54	52	128	2.65	2.41
914	1	44	49	79	3.86	2.01
915	1	43	49	96	3.58	1.91
916	1	51	50	110	3.49	3.34
917	1	38	43	100	2.98	1.88
918	1	41	44	101	2.43	1.87
919	2	41	55	106	2.86	1.64
920	1	47	37	79	3.6	1.5
921	1	58	52	126	3.01	1.84
922	2	44	40	86	2.76	3.99
923	1	40	54	87	2.34	2.99
924	1	50	53	96	2.39	1.35
925	1	40	65	121	4.18	2.71
926	2	38	47	100	3.18	3.57
927	2	54	72	117	3.99	3.58
928	2	42	54	99	4.06	2.14
929	2	52	49	76	3.11	0.68
930	2	46	63	114	3.94	3.22
931	1	61	49	86	3.25	2.01
932	2	54	51	114	3.99	3.89
933	1	37	64	133	3.37	3.19
934	1	53	46	85	2.69	1.64
935	2	51	46	108	3.78	2.46
936	1	60	58	111	3.23	1.27
937	1	46	51	112	4.04	3.21
938	1	58	53	125	3.4	1.42
939	1	43	32	104	3.36	2.41
940	1	55	58	132	2.66	3.14
941	2	49	52	94	3.55	1.58
942	1	38	38	87	2.65	1.8
943	2	43	48	80	3.76	1.94
944	1	60	38	117	3.54	2.34
945	1	67	57	126	3.81	2.77
946	1	47	66	132	3.06	2.44
947	1	75	72	144	4.08	4.0
948	1	55	59	120	3.15	3.9
949	2	62	55	130	3.52	0.85
950	1	64	66	138	3.64	2.85
951	1	63	60	118	4.07	3.31
952	1	51	47	93	2.56	1.52
953	2	50	30	84	3.68	2.53
954	1	41	53	97	4.07	2.38
955	1	59	71	133	4.13	2.23
956	1	43	44	103	3.08	0.81
957	1	59	38	100	3.87	3.55
958	1	54	42	102	2.57	2.13
959	1	60	74	100	4.07	3.52
960	1	41	53	118	3.05	2.35
961	2	59	63	124	3.19	2.88
962	2	59	41	118	3.73	3.77
963	1	45	65	118	3.67	3.39
964	2	46	51	102	3.06	1.73
965	1	50	56	97	3.35	2.98
966	1	56	68	125	3.02	2.98
967	1	39	47	85	2.33	1.04
968	2	41	62	98	3.33	1.76
969	2	47	59	115	3.92	3.46
970	1	43	33	103	3.62	1.94
971	2	47	48	117	4.09	3.75
972	2	40	48	86	3.8	3.67
973	1	62	47	120	2.88	2.93
974	2	54	54	103	2.57	1.33
975	1	42	54	135	3.87	2.52
976	2	52	44	85	2.18	1.33
977	1	55	70	126	3.75	3.52
978	2	49	40	75	2.22	1.4
979	1	54	47	101	3.66	1.79
980	2	63	53	131	3.88	3.31
981	2	41	58	119	3.14	2.11
982	2	57	60	133	3.87	3.29
983	1	48	63	116	2.31	3.06
984	1	53	64	112	3.23	2.27
985	2	46	62	138	3.72	4.0
986	1	60	53	128	2.86	3.99
987	1	65	62	140	3.91	3.56
988	2	35	60	106	3.62	1.49
989	1	49	61	105	3.39	3.42
990	1	54	37	107	3.27	2.04
991	1	45	44	101	3.46	2.98
992	1	67	73	138	3.84	3.5
993	1	59	57	128	3.65	3.27
994	1	51	63	103	3.6	3.72
995	1	62	65	144	3.98	3.34
996	1	50	59	131	3.1	2.15
997	2	50	39	66	3.19	2.04
998	2	44	63	119	3.65	3.73
999	1	37	56	108	3.06	1.28
