	sex	sat_v	sat_m	sat_sum	hs_gpa	fy_gpa
774	1	37	46	64	2.54	1.15
775	1	40	56	99	3.88	2.43
776	2	30	52	100	2.52	3.03
777	1	42	56	101	2.68	1.44
778	1	45	42	100	3.37	2.39
779	1	48	61	99	2.81	2.65
780	1	56	65	100	3.44	3.0
781	1	36	57	94	3.14	1.42
782	1	47	51	108	2.46	0.63
783	2	44	37	94	2.93	2.82
784	1	51	61	103	3.56	2.89
785	1	52	60	144	2.88	2.36
786	1	62	76	141	4.0	2.8
787	1	35	60	83	3.19	0.98
788	2	43	70	119	3.77	3.19
789	1	41	57	90	2.7	1.37
790	1	45	36	121	3.06	2.8
791	1	42	61	137	2.68	2.24
792	2	53	34	80	2.63	0.23
793	1	54	50	112	3.34	3.13
794	1	47	60	117	3.59	2.42
795	1	36	37	73	2.22	0.48
796	2	61	64	131	4.19	4.0
797	1	54	44	67	3.83	3.13
798	1	62	77	126	3.71	3.62
799	1	46	59	99	3.2	3.02
800	1	68	66	123	3.99	3.03
801	1	39	56	83	2.92	0.87
802	1	43	55	83	3.11	2.69
803	1	49	54	112	2.68	2.12
804	1	48	47	105	3.94	2.0
805	1	33	42	86	2.88	2.12
806	2	51	55	109	4.3	2.32
807	1	41	67	119	3.53	1.18
808	1	36	36	93	2.9	0.89
809	1	38	72	89	2.49	1.52
810	1	42	59	98	1.98	2.05
811	1	50	70	120	3.24	3.2
812	2	42	56	111	4.09	3.27
813	1	59	57	124	3.9	2.87
814	2	51	66	95	3.14	3.0
815	1	55	44	101	3.41	2.64
816	1	41	66	138	4.08	3.98
817	1	64	68	130	2.99	3.02
818	1	43	48	84	3.01	0.84
819	2	42	55	103	2.41	1.0
820	1	41	44	74	2.31	1.1
821	2	38	35	79	3.01	2.32
822	1	42	54	101	3.04	3.76
823	1	45	61	125	2.75	2.39
824	1	35	46	88	3.08	3.49
825	2	46	42	98	3.5	1.9
826	1	61	65	116	3.98	3.43
827	1	59	65	117	2.63	2.6
828	1	41	32	94	2.51	0.82
829	1	33	48	100	2.71	2.55
830	1	37	49	106	3.92	1.81
831	2	35	58	93	2.78	1.2
832	1	44	42	85	2.42	1.34
833	1	29	54	74	2.5	1.68
834	1	46	36	81	2.8	1.91
835	1	35	57	86	1.99	1.56
836	1	38	56	107	3.5	3.54
837	1	39	44	92	3.39	1.02
838	1	49	64	111	3.53	2.46
839	1	46	36	104	3.79	2.78
840	2	33	60	87	2.97	1.37
841	1	54	54	136	3.15	3.61
842	1	43	53	102	3.1	2.03
843	1	54	53	102	3.39	2.62
844	2	44	61	84	3.17	3.63
845	1	42	45	82	2.73	1.61
846	2	34	38	95	2.76	2.05
847	2	36	53	81	3.22	2.53
848	1	37	29	115	3.82	2.91
849	1	48	64	105	3.05	2.05
850	1	28	38	65	2.19	0.73
851	1	50	52	85	3.29	2.68
852	1	48	60	87	2.63	2.85
853	2	40	51	99	3.83	1.5
854	1	53	61	106	3.92	3.31
855	1	31	52	84	2.48	1.43
856	1	42	40	72	2.93	1.92
857	1	63	63	117	4.16	3.22
858	1	38	62	99	2.83	1.28
859	1	36	46	95	2.54	1.47
860	1	38	47	82	3.18	3.16
861	1	41	50	102	3.03	2.47
862	1	34	39	91	2.69	2.13
863	1	34	36	80	2.72	1.09
864	2	49	55	138	4.01	4.0
865	1	75	77	144	4.17	3.95
866	1	30	47	109	3.18	2.21
867	1	53	56	94	2.6	0.86
868	1	46	59	95	3.16	2.59
869	1	40	46	106	3.19	1.17
870	1	45	55	107	3.91	3.47
871	1	62	59	136	4.05	1.93
872	1	40	41	108	3.49	3.02
873	1	54	64	109	3.45	2.77
874	2	29	43	79	2.38	0.4
875	1	42	42	97	3.03	1.66
876	1	42	51	98	2.99	2.74
877	1	38	41	97	2.91	3.66
878	1	46	64	132	3.14	2.79
879	1	55	68	116	3.94	2.36
880	1	54	66	118	3.35	3.17
881	1	34	38	72	2.45	0.04
882	2	45	38	106	3.53	3.26
883	2	43	39	87	3.08	0.62
884	1	44	57	90	2.77	3.25
885	2	61	65	134	3.57	3.1
886	1	41	57	89	2.8	1.34
887	1	31	41	83	2.74	2.08
888	1	55	70	114	3.85	2.26
889	2	45	44	77	2.93	1.87
890	2	55	56	117	4.23	4.0
891	2	43	52	105	3.89	3.1
892	1	51	67	120	3.2	2.32
893	2	41	54	104	3.51	2.79
894	1	44	44	87	3.08	1.39
895	1	43	55	106	2.79	2.62
896	1	69	77	144	3.7	2.65
897	1	40	56	99	3.91	4.0
898	1	53	59	113	3.5	2.62
899	1	63	75	118	3.85	3.38
900	1	57	76	110	4.01	3.23
901	2	38	52	86	2.23	1.22
902	2	41	36	84	3.27	1.84
903	1	44	51	102	2.46	1.75
904	1	26	43	72	2.72	1.74
905	1	44	42	111	3.16	3.49
906	1	50	53	106	3.15	3.39
907	1	38	43	105	3.51	2.09
908	2	34	32	80	3.88	1.33
909	1	43	46	116	3.04	1.24
910	1	31	50	73	2.81	1.29
911	1	48	68	110	4.04	3.08
912	1	45	53	123	2.93	3.7
913	1	39	59	95	3.03	1.91
914	1	46	53	98	2.74	2.33
915	1	32	35	75	3.21	1.13
916	1	49	60	109	3.84	2.51
917	2	41	60	102	3.89	2.47
918	1	63	67	117	3.4	3.69
919	1	58	73	130	2.95	3.17
920	2	52	75	96	3.59	3.53
921	1	41	44	80	3.78	2.52
922	1	37	39	104	2.71	2.36
923	1	58	74	121	3.85	3.7
924	1	52	57	104	2.86	1.8
925	1	44	56	111	2.57	1.66
926	1	47	59	112	3.03	2.42
927	1	28	41	78	2.6	0.0
928	1	52	46	109	3.05	2.17
929	1	39	52	101	2.17	1.55
930	1	48	71	118	3.78	3.15
931	1	42	57	85	3.44	1.49
932	1	40	60	108	2.77	2.35
933	1	36	39	102	3.74	2.26
934	1	63	64	129	3.29	2.58
935	2	53	57	130	4.07	3.07
936	1	40	58	114	2.68	1.54
937	1	44	54	104	3.1	1.61
938	1	32	57	90	2.65	1.57
939	2	34	41	75	3.63	2.12
940	1	57	51	112	3.23	4.0
941	1	49	53	96	2.57	2.49
942	1	40	54	102	3.14	1.38
943	1	43	41	89	3.04	1.91
944	1	33	39	100	3.48	1.91
945	1	37	47	76	2.9	1.75
946	1	62	70	119	4.12	3.59
947	1	45	56	104	3.24	2.93
948	2	45	45	88	2.67	1.64
949	1	46	67	103	3.8	2.54
950	2	33	37	72	2.68	0.0
951	1	34	45	105	2.81	0.73
952	1	58	65	109	3.05	2.24
953	1	48	46	116	3.01	2.2
954	1	53	63	123	3.43	2.91
955	2	28	41	81	3.18	1.04
956	1	47	69	118	3.33	2.52
957	1	53	59	130	3.29	3.75
958	1	45	42	86	2.73	2.25
959	1	50	54	93	2.47	1.38
960	2	40	52	90	3.94	2.64
961	1	40	52	108	4.12	2.8
962	1	52	60	117	3.18	1.92
963	1	33	47	85	2.84	2.19
964	1	61	57	121	4.19	2.69
965	2	36	30	64	2.43	0.59
966	2	42	57	93	3.74	3.43
967	1	41	35	95	3.25	2.84
968	1	47	56	90	3.34	2.41
969	1	61	77	108	4.17	3.84
970	1	53	54	106	3.6	2.24
971	1	51	64	114	3.91	2.46
972	1	67	76	132	3.01	3.45
973	2	37	48	80	2.3	2.5
974	1	46	57	124	3.34	3.51
975	1	60	77	140	3.74	3.6
976	1	54	53	124	3.79	3.52
977	1	56	65	109	3.84	3.15
978	1	39	52	78	3.49	1.99
979	1	35	61	105	3.19	2.08
980	1	43	64	106	3.96	3.23
981	1	49	48	102	2.95	2.43
982	2	41	53	102	3.86	2.68
983	1	54	44	112	2.99	2.41
984	1	36	49	88	2.54	0.44
985	1	53	48	101	3.49	1.77
986	1	41	52	86	3.14	1.45
987	1	42	56	103	3.31	2.25
988	1	66	66	110	3.43	3.71
989	1	51	70	120	3.94	2.5
990	1	45	65	116	3.77	1.82
991	1	59	48	114	3.94	3.15
992	1	34	48	91	2.34	2.71
993	1	48	69	109	3.2	2.93
994	1	54	76	123	3.78	3.58
995	1	41	66	115	3.09	3.1
996	2	39	50	114	3.34	3.1
997	1	33	46	90	2.3	0.84
998	2	52	66	84	2.42	2.7
999	1	65	71	124	2.96	3.95
