,sex,sat_v,sat_m,hs_gpa,fy_gpa
871,1,52,60,3.1,2.37
872,2,46,61,3.75,2.67
873,2,58,58,3.5,3.59
874,2,34,42,3.1,1.93
875,2,54,64,3.8,3.17
876,2,50,33,2.75,2.04
877,1,59,63,3.2,1.96
878,2,49,45,3.7,2.07
879,1,37,42,2.2,2.35
880,2,55,55,3.75,3.06
881,1,32,66,2.9,2.48
882,1,41,68,3.3,2.58
883,2,47,53,2.8,2.15
884,2,49,41,2.7,2.42
885,1,53,68,3.2,2.09
886,2,55,57,2.5,2.27
887,1,43,52,2.7,2.31
888,2,43,56,3.0,2.24
889,2,50,53,3.5,1.92
890,1,44,41,2.0,1.73
891,1,64,59,2.5,3.38
892,2,49,48,3.8,3.02
893,1,49,55,3.2,2.29
894,1,43,45,2.5,1.33
895,1,64,71,3.3,2.83
896,2,54,57,3.33,3.34
897,2,40,47,3.2,1.51
898,2,50,53,3.2,1.16
899,2,57,64,3.75,1.94
900,1,49,59,3.8,1.74
901,1,50,55,3.2,2.17
902,2,53,62,3.3,2.28
903,1,54,59,3.5,2.75
904,1,51,56,3.0,2.8
905,2,38,40,3.8,2.53
906,1,61,65,3.7,2.43
907,2,44,44,2.7,1.84
908,1,56,61,3.7,2.05
909,1,48,63,3.0,2.48
910,1,55,67,3.3,2.75
911,1,61,51,2.3,3.24
912,1,46,44,3.6,2.69
913,1,51,66,3.0,2.21
914,2,67,70,3.8,3.49
915,1,49,40,2.3,2.24
916,1,63,50,2.9,2.85
917,2,40,50,2.5,1.62
918,2,53,65,3.7,3.03
919,2,48,42,3.6,3.1
920,2,43,43,2.5,1.59
921,1,46,63,2.8,2.21
922,1,67,60,3.3,2.43
923,1,46,60,3.5,2.46
924,2,58,58,4.0,2.96
925,2,43,61,2.8,2.2
926,1,46,43,2.8,2.31
927,1,49,49,3.25,2.35
928,2,59,64,2.75,2.57
929,1,39,55,2.8,3.04
930,2,39,52,3.0,2.14
931,2,67,52,4.0,2.27
932,2,55,54,3.0,1.83
933,1,57,61,3.0,2.75
934,2,51,52,2.5,1.87
935,1,52,67,3.5,3.22
936,1,59,48,2.5,3.1
937,1,45,64,2.9,2.29
938,2,48,50,2.8,2.1
939,1,52,52,3.5,2.96
940,2,41,56,2.0,0.47
941,2,47,48,3.5,2.88
942,2,52,70,4.0,3.83
943,1,49,57,3.4,1.6
944,1,38,53,2.5,2.23
945,1,44,50,2.5,3.07
946,1,56,67,3.8,2.6
947,1,45,58,2.75,1.15
948,1,59,67,3.5,2.88
949,1,53,72,3.7,3.71
950,2,53,38,4.0,3.41
951,2,66,66,3.5,3.65
952,2,36,35,2.3,1.65
953,2,57,54,3.7,2.15
954,2,51,51,3.5,2.57
955,2,76,68,4.0,3.66
956,1,60,66,4.0,3.31
957,1,46,52,3.0,2.84
958,1,54,50,2.7,1.83
959,2,55,64,3.6,3.35
960,1,54,63,3.3,1.35
961,2,52,43,3.4,3.1
962,2,51,59,3.7,3.1
963,1,49,51,3.0,2.19
964,2,41,50,3.0,3.35
965,2,57,59,4.0,3.91
966,1,54,52,2.7,1.83
967,2,32,38,2.2,1.29
968,2,68,74,4.0,2.55
969,2,49,51,3.25,2.68
970,2,41,45,3.5,2.96
971,2,47,48,3.0,2.45
972,1,51,54,3.25,2.7
973,1,57,59,3.0,2.24
974,1,36,38,2.9,2.04
975,1,44,59,3.67,2.38
976,1,47,55,2.5,1.79
977,1,47,44,3.0,2.0
978,1,44,54,3.04,2.24
979,1,43,46,2.5,1.63
980,2,39,31,2.3,1.13
981,1,49,48,2.5,1.73
982,1,60,53,2.2,1.36
983,1,50,60,3.0,2.81
984,2,40,48,3.1,1.17
985,2,60,59,3.5,2.48
986,1,61,57,3.2,1.98
987,1,42,57,2.8,1.72
988,1,46,56,3.5,2.69
989,2,50,56,4.0,2.98
990,2,44,57,4.0,3.4
991,1,68,73,4.0,3.48
992,2,43,45,2.5,2.15
993,1,54,60,3.0,2.4
994,1,49,55,3.0,2.42
995,2,50,50,3.7,2.19
996,1,54,54,3.3,1.5
997,1,56,58,3.5,3.17
998,1,55,65,2.3,1.94
999,1,49,44,2.7,2.38
