,PUMA,YEAR,HHWT,GQ,PERWT,SEX,AGE,MARST,RACE,HISPAN,CITIZEN,SPEAKENG,HCOVANY,HCOVPRIV,HINSEMP,HINSCAID,HINSCARE,EDUC,EMPSTAT,EMPSTATD,LABFORCE,WRKLSTWK,ABSENT,LOOKING,AVAILBLE,WRKRECAL,WORKEDYR,INCTOT,INCWAGE,INCWELFR,INCINVST,INCEARN,POVERTY,DEPARTS,ARRIVES,sim_individual_id
158,17-2300,2012,87.0,4,87.0,1,21,6,1,0,0,3,2,2,2,1,1,10,1,10,2,2,4,3,5,3,3,6000,6000,0,0,6000,0,0,0,157256
159,17-2300,2012,37.0,1,49.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,1,2,4,3,3,1300,1300,0,0,1300,501,0,0,157373
160,17-2300,2012,36.0,1,63.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,3,1,1,0,0,0,0,0,250,0,0,157474
161,17-2300,2012,67.0,1,90.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,9000,9000,0,0,9000,281,1705,1714,157503
162,17-2400,2012,61.0,1,49.0,1,21,6,1,0,0,3,1,1,1,1,1,5,2,20,2,1,1,2,4,1,2,0,0,0,0,0,105,0,0,163569
163,17-2400,2012,17.0,1,17.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,30000,30000,0,0,30000,381,602,644,163831
164,17-2400,2012,102.0,1,84.0,1,21,6,1,0,0,3,2,2,1,1,1,7,3,30,1,1,1,1,5,3,3,45130,420,0,410,44720,501,0,0,163941
165,17-2400,2012,195.0,1,203.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,40000,40000,0,0,40000,425,702,804,164089
166,17-2400,2012,9.0,1,12.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,8800,8800,0,0,8800,212,2235,2249,164305
167,17-2400,2012,62.0,1,69.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,19000,19000,0,0,19000,229,1415,1504,164322
168,17-2400,2012,73.0,1,82.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,3,5500,5500,0,0,5500,160,0,0,164474
169,17-2501,2012,60.0,4,60.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,3000,3000,0,0,3000,0,1445,1459,171519
170,17-2501,2012,27.0,1,67.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,3000,3000,0,0,3000,195,0,0,171610
171,17-2501,2012,197.0,1,398.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,34000,34000,0,0,34000,501,632,724,171676
172,17-2501,2012,55.0,1,82.0,1,21,6,1,0,0,3,2,2,1,1,1,6,1,10,2,2,4,3,5,3,3,1200,1200,0,0,1200,106,602,609,171711
173,17-2501,2012,70.0,1,115.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,1,2,4,3,2,0,0,0,0,0,400,0,0,171980
174,17-2501,2012,124.0,1,125.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,1,1,1,5,3,3,35000,35000,0,0,35000,296,0,0,172081
175,17-2501,2012,12.0,4,12.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,3000,3000,0,0,3000,0,1445,1459,172498
176,17-2501,2012,155.0,1,160.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,53000,53000,0,0,53000,305,632,639,172533
177,17-2501,2012,35.0,4,35.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,3000,3000,0,0,3000,0,1445,1459,172565
178,17-2501,2012,17.0,1,30.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,3,500,500,0,0,500,195,0,0,172655
179,17-2501,2012,63.0,4,63.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,3000,3000,0,0,3000,0,1445,1459,172947
180,17-2501,2012,29.0,1,28.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,18000,18000,0,0,18000,252,602,624,173267
181,17-2501,2012,24.0,1,48.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,18000,18000,0,0,18000,402,502,519,173602
182,17-2601,2012,37.0,4,37.0,1,21,6,1,0,0,3,2,2,2,1,1,8,3,30,1,1,1,1,4,3,1,0,0,0,0,0,0,0,0,186418
183,17-2601,2012,158.0,1,159.0,1,21,6,1,0,0,3,2,2,1,1,1,8,3,30,1,1,1,1,5,1,2,0,0,0,0,0,1,0,0,186522
184,17-2601,2012,137.0,1,185.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,5900,5900,0,0,5900,479,632,724,186543
185,17-2601,2012,205.0,1,249.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,4,3,3,6000,6000,0,0,6000,51,0,0,186635
186,17-2601,2012,126.0,4,126.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,1,0,0,0,0,0,0,0,0,186649
187,17-2601,2012,40.0,4,40.0,1,21,6,1,0,0,3,2,2,2,1,1,8,3,30,1,1,1,1,4,3,1,0,0,0,0,0,0,0,0,186655
188,17-2601,2012,5.0,4,5.0,1,21,6,1,0,0,3,2,2,1,1,1,6,2,20,2,3,4,3,5,3,1,0,0,0,0,0,0,0,0,186725
189,17-2601,2012,129.0,4,129.0,1,21,6,1,0,0,3,2,2,2,1,1,8,3,30,1,1,1,1,4,3,1,0,0,0,0,0,0,0,0,186750
190,17-2601,2012,82.0,1,121.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,20000,20000,0,0,20000,403,522,554,186798
191,17-2601,2012,175.0,4,175.0,1,21,6,1,0,0,3,2,2,2,1,1,8,3,30,1,3,4,3,5,3,1,0,0,0,0,0,0,0,0,186897
192,17-2601,2012,15.0,1,27.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,1,1,1,4,1,3,13200,13200,0,0,13200,497,0,0,186917
193,17-2700,2012,45.0,1,113.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,28000,28000,0,0,28000,501,602,719,191907
194,17-2700,2012,14.0,1,31.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,2,4,3,3,1000,1000,0,0,1000,238,632,654,191979
195,17-2801,2012,154.0,1,155.0,1,21,6,1,0,0,3,1,1,1,1,1,7,1,10,2,2,4,3,5,3,3,13500,13500,0,0,13500,115,1535,1604,198689
196,17-2801,2012,50.0,1,51.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,2000,2000,0,0,2000,501,1705,1724,198871
197,17-2801,2012,48.0,1,48.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,644,640,0,4,640,341,0,0,199189
198,17-2801,2012,93.0,1,74.0,1,21,1,1,0,0,3,2,1,1,2,1,6,1,10,2,2,1,1,5,1,3,4000,4000,0,0,4000,161,632,729,199289
199,17-2801,2012,270.0,1,256.0,1,21,6,1,0,0,3,1,1,1,1,1,7,1,10,2,2,4,3,5,3,3,2000,2000,0,0,2000,205,1605,1619,199417
200,17-2801,2012,116.0,1,93.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,500,0,0,0,500,2,0,0,199550
201,17-2801,2012,253.0,1,262.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,13300,13300,0,0,13300,445,1335,1339,199810
202,17-2801,2012,144.0,1,145.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,6000,6000,0,0,6000,501,732,744,199816
203,17-2901,2012,103.0,1,132.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,1,2,4,3,2,0,0,0,0,0,476,0,0,209001
204,17-2901,2012,120.0,1,124.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,23200,23200,0,0,23200,501,1005,1024,209076
205,17-2901,2012,50.0,1,51.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,12200,12200,0,0,12200,455,1035,1234,209098
206,17-2901,2012,66.0,1,63.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,12,2,2,3,3,2,2,3,33000,33000,0,0,33000,343,0,0,209342
207,17-2901,2012,148.0,1,319.0,1,21,6,1,0,0,3,2,2,1,1,1,6,1,10,2,2,1,1,5,3,3,10000,10000,0,0,10000,501,632,654,209397
208,17-300,2012,31.0,1,28.0,1,21,6,1,0,0,4,2,2,1,1,1,7,1,10,2,2,4,3,5,3,3,23000,23000,0,0,23000,501,802,804,215155
209,17-300,2012,62.0,1,69.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,30000,30000,0,0,30000,463,847,859,215229
210,17-300,2012,42.0,1,69.0,1,21,1,1,0,0,3,2,1,1,2,1,7,2,20,2,1,1,2,4,3,3,8100,6000,0,0,6000,115,0,0,215329
211,17-300,2012,24.0,1,24.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,17800,17800,0,0,17800,292,632,659,215460
212,17-300,2012,221.0,1,222.0,1,21,6,1,0,0,3,1,1,1,1,1,7,1,10,2,2,4,3,5,3,3,3300,3300,0,0,3300,78,732,749,215462
213,17-300,2012,80.0,1,118.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,1,5,3,3,14000,14000,0,0,14000,501,947,1004,215529
214,17-300,2012,21.0,1,24.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,3,4,3,5,3,3,15000,15000,0,0,15000,252,732,759,215627
215,17-3005,2012,118.0,1,183.0,1,21,6,1,0,0,3,1,1,1,1,1,8,1,10,2,3,4,3,5,3,3,8000,8000,0,0,8000,67,602,634,223547
216,17-3005,2012,44.0,1,67.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,16000,16000,0,0,16000,487,532,554,223552
217,17-3005,2012,60.0,1,90.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,6000,6000,0,0,6000,372,1505,1509,223602
218,17-3005,2012,72.0,1,96.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,1,0,0,0,0,0,225,0,0,223696
219,17-3007,2012,201.0,1,211.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,26000,26000,0,0,26000,501,832,949,228679
220,17-3007,2012,141.0,1,184.0,1,21,6,1,0,0,3,2,2,2,1,1,8,2,20,2,1,1,2,4,3,3,1800,1800,0,0,1800,501,0,0,228688
221,17-3008,2012,91.0,1,88.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,1,5,3,3,11100,11100,0,0,11100,380,1805,1814,233018
222,17-3008,2012,138.0,1,173.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,7000,0,0,0,7000,501,802,814,233052
223,17-3008,2012,68.0,1,97.0,1,21,6,1,0,0,3,2,1,1,2,1,7,2,20,2,1,1,2,4,3,3,15200,8000,0,0,8000,100,0,0,233372
224,17-3008,2012,93.0,1,94.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,6000,6000,0,0,6000,501,717,734,233502
225,17-3009,2012,87.0,1,115.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,3,4,3,5,3,3,12000,12000,0,0,12000,501,632,704,238543
226,17-3102,2012,205.0,1,219.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,9600,9600,0,0,9600,501,1505,1524,241938
227,17-3102,2012,20.0,1,23.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,1,5,3,3,9900,9900,0,0,9900,349,747,759,242169
228,17-3102,2012,43.0,1,41.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,1,2,4,3,3,23000,23000,0,0,23000,501,0,0,242540
229,17-3102,2012,80.0,1,85.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,1,2,4,3,1,0,0,0,0,0,276,0,0,242679
230,17-3102,2012,212.0,1,200.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,5,3,1,0,0,0,0,0,298,0,0,242692
231,17-3105,2012,90.0,4,90.0,1,21,6,1,0,0,3,2,2,1,1,1,7,3,30,1,1,1,1,5,1,2,0,0,0,0,0,0,0,0,248463
232,17-3105,2012,76.0,4,76.0,1,21,6,1,0,0,3,2,2,1,1,1,7,3,30,1,1,1,1,5,1,2,0,0,0,0,0,0,0,0,248531
233,17-3105,2012,25.0,4,25.0,1,21,6,1,0,0,3,2,2,1,1,1,7,3,30,1,1,1,1,5,1,2,0,0,0,0,0,0,0,0,248604
234,17-3105,2012,38.0,4,38.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,10000,10000,0,0,10000,0,1505,1534,248641
235,17-3105,2012,77.0,4,77.0,1,21,6,1,0,0,3,2,2,1,1,1,7,3,30,1,1,1,1,5,1,2,0,0,0,0,0,0,0,0,248671
236,17-3105,2012,89.0,1,98.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,12000,12000,0,0,12000,341,435,504,248729
237,17-3106,2012,135.0,1,165.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,10,2,2,4,3,5,3,3,2200,2200,0,0,2200,160,1305,1314,254330
238,17-3106,2012,85.0,1,112.0,1,21,6,1,0,2,4,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,150,150,0,0,150,501,1605,1624,254389
239,17-3106,2012,154.0,1,174.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,10000,10000,0,0,10000,367,632,714,254643
240,17-3106,2012,105.0,1,147.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,7000,7000,0,0,7000,412,2135,2144,254742
241,17-3106,2012,64.0,1,97.0,1,21,2,1,0,0,3,1,1,1,1,1,8,3,30,1,1,4,1,5,3,1,0,0,0,0,0,85,0,0,254784
242,17-3107,2012,166.0,1,140.0,1,21,6,1,0,0,3,2,2,1,1,1,8,1,10,2,2,4,3,5,3,3,5000,5000,0,0,5000,313,702,804,260862
243,17-3107,2012,81.0,1,63.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,130,130,0,0,130,339,0,0,261145
244,17-3107,2012,82.0,1,69.0,1,21,6,1,0,0,3,2,2,2,1,1,8,2,20,2,1,1,2,4,3,3,3000,3000,0,0,3000,226,0,0,261297
245,17-3107,2012,139.0,1,125.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,38000,38000,0,0,38000,501,1335,1434,261445
246,17-3108,2012,96.0,1,94.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,5,3,1,5000,0,0,0,0,501,0,0,266479
247,17-3108,2012,86.0,1,73.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,1,2,4,1,3,3000,3000,0,0,3000,501,0,0,266988
248,17-3108,2012,14.0,1,18.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,8000,8000,0,0,8000,68,0,0,267125
249,17-3108,2012,14.0,1,20.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,5,1,3,500,500,0,0,500,4,0,0,267126
250,17-3108,2012,14.0,1,19.0,1,21,6,1,0,0,3,2,2,2,1,1,8,3,30,1,1,1,1,5,3,3,1200,1200,0,0,1200,10,0,0,267127
251,17-3108,2012,72.0,1,67.0,1,21,6,1,0,0,3,2,2,1,1,1,6,1,10,2,3,4,3,5,3,3,15500,15500,0,0,15500,261,552,554,267129
252,17-3202,2012,68.0,1,82.0,1,21,6,1,0,0,3,1,1,1,1,1,7,3,30,1,1,1,1,5,1,1,0,0,0,0,0,355,0,0,272728
253,17-3202,2012,35.0,4,35.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,3,3,5,3,3,2800,2800,0,0,2800,0,0,0,272740
254,17-3202,2012,89.0,1,87.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,1100,1100,0,0,1100,501,1545,1554,272855
255,17-3202,2012,87.0,1,91.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,3,3,1,0,0,0,0,0,289,0,0,273164
256,17-3202,2012,34.0,1,54.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,10,2,2,4,3,5,3,3,4000,4000,0,0,4000,34,0,0,273318
257,17-3202,2012,63.0,1,76.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,3,1,3,2500,2500,0,0,2500,242,0,0,273366
258,17-3203,2012,151.0,1,155.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,6000,6000,0,0,6000,501,1605,1619,279060
259,17-3203,2012,3.0,4,3.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,3,3,5,3,3,2800,2800,0,0,2800,0,0,0,279067
260,17-3203,2012,94.0,1,97.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,1,0,0,0,0,0,501,0,0,279114
261,17-3203,2012,68.0,1,82.0,1,21,6,1,0,0,3,2,2,2,1,1,10,1,10,2,2,4,3,5,3,3,5201,5200,0,1,5200,501,732,814,279321
262,17-3203,2012,139.0,1,161.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,2000,2000,0,0,2000,501,0,0,279386
263,17-3203,2012,90.0,1,94.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,1,3,1901,1900,0,1,1900,501,0,0,279741
264,17-3204,2012,71.0,1,73.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,1,1,5,3,3,16000,16000,0,0,16000,501,832,914,284811
265,17-3204,2012,103.0,1,82.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,35000,35000,0,0,35000,362,1915,1934,284873
266,17-3204,2012,81.0,1,84.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,1,1,5,1,3,12000,12000,0,0,12000,218,2235,2254,284945
267,17-3204,2012,77.0,1,74.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,5100,5100,0,0,5100,404,1415,1424,285236
268,17-3204,2012,281.0,1,225.0,1,21,6,1,0,0,3,2,2,2,1,1,7,2,20,2,1,1,2,4,3,3,290,290,0,0,290,259,0,0,285374
269,17-3204,2012,86.0,1,73.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,1000,1000,0,0,1000,501,602,619,285586
270,17-3204,2012,76.0,1,73.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,16500,16500,0,0,16500,501,702,719,285679
271,17-3204,2012,119.0,1,94.0,1,21,6,1,0,3,5,1,1,1,1,1,7,3,30,1,1,1,1,3,1,1,0,0,0,0,0,501,0,0,285685
272,17-3205,2012,128.0,1,126.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,8300,8300,0,0,8300,501,1405,1414,292491
273,17-3207,2012,85.0,1,73.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,14600,14600,0,0,14600,407,617,634,299189
274,17-3207,2012,75.0,1,69.0,1,21,6,1,0,0,4,2,2,1,1,1,7,2,20,2,1,1,2,4,3,1,0,0,0,0,0,112,0,0,299775
275,17-3207,2012,73.0,1,72.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,3000,3000,0,0,3000,446,0,0,299793
276,17-3207,2012,76.0,1,70.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,11200,11200,0,0,11200,485,1705,1719,299812
277,17-3208,2012,71.0,1,106.0,1,21,6,1,0,0,3,2,2,1,1,1,10,1,10,2,2,4,3,5,3,3,19500,19500,0,0,19500,250,732,834,304823
278,17-3208,2012,42.0,1,68.0,1,21,2,1,0,0,4,1,1,1,1,1,1,3,30,1,1,1,1,5,3,1,0,0,0,0,0,23,0,0,305481
279,17-3208,2012,81.0,1,117.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,1,1,5,3,3,10000,10000,0,0,10000,501,2235,2254,305521
280,17-3209,2012,116.0,1,141.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,12000,12000,0,0,12000,345,902,919,314242
281,17-3209,2012,55.0,1,53.0,1,21,6,1,0,0,3,2,2,2,1,1,3,3,30,1,1,1,1,5,3,1,0,0,0,0,0,501,0,0,314670
282,17-3209,2012,73.0,1,76.0,1,21,6,1,0,3,4,2,2,2,1,1,6,1,12,2,1,3,3,5,3,3,5000,5000,0,0,5000,485,0,0,314841
283,17-3306,2012,90.0,1,90.0,1,21,3,1,0,0,3,1,1,1,1,1,6,3,30,1,1,1,1,5,3,1,0,0,0,0,0,196,0,0,320250
284,17-3306,2012,62.0,1,78.0,1,21,6,1,0,0,3,1,1,1,1,1,7,1,10,2,2,4,3,5,3,3,3000,3000,0,0,3000,333,602,634,320350
285,17-3306,2012,27.0,1,33.0,1,21,6,1,0,2,4,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,5600,5600,0,0,5600,300,502,544,320840
286,17-3306,2012,80.0,1,103.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,2,3,3,3,6000,6000,0,0,6000,346,0,0,320923
287,17-3307,2012,342.0,1,342.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,35000,35000,0,0,35000,293,1305,1319,327472
288,17-3307,2012,114.0,1,141.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,1,1,5,3,3,5000,5000,0,0,5000,501,632,654,327676
289,17-3307,2012,170.0,1,144.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,20900,15800,0,0,15800,177,532,604,327958
290,17-3308,2012,29.0,1,41.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,10000,10000,0,0,10000,501,1405,1434,332566
291,17-3308,2012,49.0,1,68.0,1,21,6,1,0,0,3,2,2,2,2,1,5,3,30,1,1,1,1,5,3,1,5400,0,0,0,0,501,0,0,332694
292,17-3308,2012,80.0,1,114.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,15000,15000,0,0,15000,501,802,814,332704
293,17-3308,2012,78.0,1,110.0,1,21,6,1,0,0,3,2,2,2,1,1,5,1,10,2,2,1,1,5,3,3,8000,1000,0,0,1000,501,902,934,332738
294,17-3308,2012,102.0,1,111.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,24000,24000,0,0,24000,480,802,824,333055
295,17-3308,2012,88.0,1,123.0,1,21,6,1,0,0,3,2,2,2,1,1,8,2,20,2,1,1,2,4,3,3,2000,2000,0,0,2000,315,0,0,333308
296,17-3309,2012,70.0,1,65.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,4,2,4,1,3,15000,15000,0,0,15000,501,0,0,338614
297,17-3309,2012,119.0,1,86.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,16300,16300,0,0,16300,468,1605,1634,338867
298,17-3309,2012,98.0,4,98.0,1,21,6,1,0,0,3,2,2,1,1,1,6,1,14,2,2,1,1,3,1,3,24000,24000,0,0,24000,0,602,619,339004
299,17-3309,2012,46.0,1,40.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,5000,5000,0,0,5000,341,1605,1634,339100
300,17-3309,2012,70.0,1,72.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,70000,70000,0,0,70000,501,732,744,339237
301,17-3309,2012,43.0,1,40.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,3,4,3,5,3,1,0,0,0,0,0,501,0,0,339245
302,17-3309,2012,69.0,1,75.0,1,21,6,1,0,0,3,2,2,1,1,1,6,1,10,2,2,4,3,5,3,3,30000,30000,0,0,30000,501,602,619,339357
303,17-3309,2012,67.0,1,64.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,13800,13800,0,0,13800,501,502,514,339471
304,17-3310,2012,85.0,1,100.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,10,2,2,4,3,5,3,3,4000,4000,0,0,4000,501,1405,1409,345991
305,17-3310,2012,78.0,1,95.0,1,21,6,1,0,0,3,2,2,2,1,1,10,2,20,2,1,1,2,4,3,3,6000,6000,0,0,6000,472,0,0,346102
306,17-3310,2012,86.0,1,104.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,1,2,4,3,3,1970,770,0,1200,770,501,0,0,346511
307,17-3401,2012,126.0,1,118.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,8000,8000,0,0,8000,501,602,634,354505
308,17-3401,2012,68.0,1,68.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,3,4,3,5,3,3,4600,4600,0,0,4600,392,642,714,354612
309,17-3407,2012,63.0,1,78.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,2,0,0,0,0,0,110,0,0,359710
310,17-3407,2012,87.0,1,89.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,2,0,0,0,0,0,392,0,0,360142
311,17-3407,2012,448.0,1,449.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,10000,10000,0,0,10000,501,1005,1014,360305
312,17-3407,2012,105.0,4,105.0,1,21,6,1,0,0,3,2,2,1,1,1,7,2,20,2,1,3,3,4,2,3,4500,4500,0,0,4500,0,0,0,360352
313,17-3409,2012,23.0,1,32.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,20000,20000,0,0,20000,501,802,814,374462
314,17-3409,2012,75.0,1,111.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,2,0,0,0,0,0,103,0,0,374524
315,17-3409,2012,63.0,1,109.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,19800,19800,0,0,19800,379,802,814,374550
316,17-3409,2012,70.0,1,117.0,1,21,6,1,0,0,4,2,2,2,1,1,6,3,30,1,1,1,1,5,3,1,0,0,0,0,0,320,0,0,374715
317,17-3409,2012,202.0,1,284.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,1,0,0,0,0,0,501,0,0,374747
